from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5864975;5793260;-1;-1;89;56;22585;-1;-1;-1;-1;-1;-1;44;25756;40;25571;30
5864976;5793260;437;30584;117;74;29487;227;194;53277;234;210;53571;68;25285;59;25101;42
5864977;5793260;434;30354;117;74;29487;222;190;53046;234;206;53340;68;25180;59;24996;42
5864978;5793260;439;30721;121;76;29825;232;196;53413;246;216;53707;69;45064;60;45064;43
5864979;5793260;448;31344;121;76;29825;232;204;54036;252;224;54330;69;45224;60;45224;43
5864980;5793260;439;30707;121;76;29825;232;195;53400;246;215;53694;69;45371;60;45371;43
5864981;5793260;435;30445;120;76;29974;222;192;53137;234;208;53431;69;45627;60;45627;43
5864982;5793260;437;30559;120;76;29974;227;193;53252;234;209;53546;69;45654;60;45654;43
5864983;5793260;311;21757;79;50;21580;186;156;35223;179;153;35223;40;45602;36;45602;27
5864984;5793260;307;21522;79;50;21580;180;152;34963;179;149;34963;40;23790;36;23712;27
5864985;5793260;300;20995;79;50;21580;192;162;35644;188;159;35644;40;24242;36;24164;27
5864986;5793260;295;20650;82;52;20525;186;157;32532;188;163;35064;42;24687;38;24609;28
5864987;5793260;296;20737;79;50;20006;186;158;32618;188;164;35151;41;21859;37;22502;27
5864988;5793260;283;19810;79;50;20006;165;132;33645;176;151;34224;41;21490;37;22133;27
5864989;5793260;285;19962;79;50;19974;160;129;33438;171;145;31815;41;21147;37;21789;27
5864990;5793260;281;19670;79;50;19974;155;124;33047;171;143;33626;40;20711;36;21354;26
5864991;5793260;278;19458;71;45;18985;149;121;32835;165;137;31212;39;20489;35;21132;26
5864992;5793260;276;19314;71;45;18876;143;119;32691;163;137;33270;39;20100;35;20743;26
5864993;5793260;264;18508;69;44;18359;133;107;31884;161;134;33054;38;19742;34;20385;25
5864994;5793260;267;18664;69;44;18359;139;109;32041;163;136;31171;38;19490;34;20133;25
5864995;5793260;253;17728;62;39;17345;133;108;30044;147;119;31316;36;19690;32;27880;23
5864996;5793260;250;17480;62;39;17345;133;104;29796;139;116;30736;36;18566;32;18566;23
5864997;5793260;247;17255;61;39;17082;128;101;29572;135;113;30512;35;18408;31;18408;23
5864998;5793260;247;17305;61;38;16972;128;103;29735;141;115;30675;35;27384;31;27384;23
5864999;5793260;275;19226;68;43;18769;143;124;30591;151;127;33968;39;26888;35;26888;26
5865000;5793260;241;16838;68;43;18788;143;116;28660;145;125;29291;39;26683;35;26683;26
5865001;5793260;237;16588;68;43;17742;138;112;28410;143;121;29042;37;18935;33;25815;24
5865002;5793260;235;16475;64;41;17240;133;111;28297;139;119;28597;37;18428;33;25307;24
5865003;5793260;231;16192;66;42;17441;133;107;28014;133;115;28314;36;18832;32;25711;24
5865004;5793260;228;15930;64;40;17372;128;101;27183;123;99;27184;37;24536;33;24536;24
5865005;5793260;224;15683;62;40;17155;128;98;26936;117;96;26936;37;24365;33;24365;24
5865006;5793260;226;15807;64;40;17629;123;96;26845;115;94;26350;36;23921;32;23921;23
5865007;5793260;231;16146;64;41;17725;123;94;26078;123;97;26554;36;23604;32;23604;23
5865008;5793260;229;16027;63;40;17615;123;89;25716;123;104;27489;35;23406;31;23406;22
5865009;5793260;232;16263;64;41;17797;123;89;25476;123;97;25476;35;22915;31;22915;22
5865010;5793260;238;16634;65;42;18258;123;93;25764;129;101;25764;36;22978;32;22978;22
5865011;5793260;248;17349;70;44;18414;123;96;25248;135;105;25248;37;22741;32;22741;22
5865012;5793260;248;17365;69;44;18273;123;96;25264;135;105;25264;37;22830;32;22830;22
5865013;5793260;251;17565;69;44;18273;128;99;25464;139;108;25464;37;22547;32;22547;22
5865014;5793260;254;17811;69;44;17966;128;102;25711;143;111;25711;36;22657;31;22657;22
5865015;5793260;211;14761;68;43;15770;155;117;20263;156;140;20013;35;21739;30;21739;22
5865016;5793260;203;14220;68;43;15770;133;109;19722;150;132;19472;35;20625;30;20625;22
5865017;5793260;203;14210;69;44;15389;133;109;19712;150;130;21879;34;20808;30;20808;21
5865018;5793260;207;14487;69;44;15389;138;113;19989;141;123;25463;33;20259;29;20259;21
5865019;5793260;211;14739;70;45;15567;143;117;20241;141;124;25530;33;20542;29;20542;21
5865020;5793260;214;14989;70;45;15567;143;126;25780;150;127;25780;34;22751;30;22751;22
5865021;5793260;184;12880;50;32;12548;100;80;17692;119;106;17443;35;19017;31;19017;22
5865022;5793260;181;12683;49;31;12531;97;77;17856;119;103;17180;35;18803;31;18803;22
5865023;5793260;180;12618;56;36;14355;85;69;17289;111;95;16612;26;18391;22;18391;17
5865024;5793260;183;12796;55;35;14195;83;66;17131;111;92;16455;25;18153;22;18153;17
5865025;5793260;197;13780;55;35;14195;79;62;16372;111;88;16122;24;17828;21;17828;16
5865026;5793260;199;13960;53;34;13708;83;64;16552;111;90;16302;25;18193;22;18193;17
5865027;5793260;198;13881;52;33;13496;79;62;16654;107;84;17752;24;17425;21;17425;15
5865028;5793260;178;12432;52;33;13533;76;64;14212;99;66;14212;21;13933;19;13933;14
5865029;5793260;177;12394;45;29;11980;76;61;14014;95;63;14014;20;13650;17;13650;13
5865030;5793260;174;12161;45;29;11980;76;60;13948;83;57;15100;21;14305;18;14305;14
5865031;5793260;174;12189;-1;-1;-1;76;56;15115;83;57;15115;22;14311;19;14311;14
5865032;5793260;176;12304;47;30;12208;76;59;15270;99;65;14184;24;16526;21;16526;16
5865033;5793260;170;11877;45;29;11755;76;60;14686;103;73;14214;23;15175;20;15176;15
5865034;5793260;167;11688;45;28;11608;76;62;14580;103;71;14046;23;14867;20;14867;15
5865035;5793260;168;11786;44;28;11521;76;64;14736;103;73;14201;23;15238;20;15238;15
5865036;5793260;218;15286;48;30;12441;79;66;15962;119;93;15962;23;17295;20;17295;15
5865037;5793260;219;15332;48;30;12441;76;61;15641;119;88;15641;26;16975;23;16975;16
5865038;5793260;216;15114;48;31;12592;76;58;15412;119;85;15412;26;17109;23;17109;16
5865039;5793260;218;15245;48;30;12322;76;60;15544;119;87;15544;26;17411;23;17411;16
5865040;5793260;221;15493;48;31;12504;76;59;15861;119;86;15861;26;17673;23;17673;17
5865041;5793260;218;15274;48;30;12268;76;55;15643;119;82;15643;25;18075;23;17868;16
5865042;5793260;221;15504;48;30;12268;76;58;15856;115;85;15856;26;18418;23;18211;17
5865043;5793260;237;16569;50;32;12911;76;62;16861;119;88;16861;26;19426;23;19426;17
5865044;5793260;239;16696;51;32;13158;79;64;16988;119;90;16988;34;19360;31;19360;22
5865045;5793260;251;17546;52;33;13431;110;85;20022;119;80;20022;33;18692;30;18692;21
5865046;5793260;244;17047;53;34;13654;94;78;19523;111;93;21671;33;21494;30;21494;21
5865047;5793260;240;16766;53;34;13664;91;74;19242;111;93;21535;32;21211;29;21211;20
5865048;5793260;242;16912;55;35;13968;94;78;19519;111;93;21667;33;21528;30;21528;21
5865049;5793260;246;17212;58;37;14816;107;83;19819;119;78;19819;33;21930;30;21930;22
5865050;5793260;251;17600;69;44;17170;110;94;21631;115;88;21631;34;20625;31;20625;22
5865051;5793260;291;20340;69;44;17170;88;74;20486;103;76;20486;35;22770;31;22770;21
5865052;5793260;290;20320;69;44;17170;88;74;20467;103;76;20467;35;22510;30;22510;21
5865053;5793260;282;19750;65;41;16390;79;66;19896;103;78;19896;34;22125;29;22125;20
5865054;5793260;283;19834;67;42;16671;79;67;19981;103;69;19981;34;22202;29;22202;20
5865055;5793260;278;19445;66;42;16623;79;61;19592;95;63;19592;34;22068;30;22068;20
5865056;5793260;284;19910;67;42;16746;82;70;19972;103;70;20056;36;21771;32;21771;22
5865057;5793260;290;20299;69;43;17003;88;73;21639;103;75;21639;35;23235;31;23235;21
5865058;5793260;285;19949;71;45;17539;82;70;20760;103;73;21525;35;22787;30;22787;20
5865059;5793260;283;19816;72;46;17746;82;72;20926;103;78;21887;35;23152;31;23152;21
5865060;5793260;277;19400;72;46;17746;88;76;21181;107;82;22142;36;24359;31;24363;21
5865061;5793260;264;18495;-1;-1;-1;110;89;22079;115;83;22079;37;24652;32;24656;22
5865062;5793260;270;18873;-1;-1;-1;97;81;22206;123;75;22206;37;24485;32;24489;21
5865063;5793260;274;19172;76;48;18915;94;77;23608;128;77;23017;37;25002;34;24697;24
5865064;5793260;277;19406;79;50;19437;95;76;23532;128;81;23241;39;25525;35;25219;22
5865065;5793260;280;19590;78;49;19282;91;74;23412;123;78;23025;39;25453;34;25148;22
5865066;5793260;285;19969;81;51;20324;97;77;23620;123;81;23233;41;25624;36;25904;23
5865067;5793260;288;20175;81;51;20322;110;92;23598;119;86;23598;41;26552;37;26247;24
5865068;5793260;287;20122;82;52;20776;100;80;24795;119;102;27573;41;27131;37;26826;24
5865069;5793260;292;20465;83;53;20756;95;77;25019;111;92;29280;42;27058;37;26752;24
5865070;5793260;293;20543;86;54;21083;100;80;25097;111;92;29268;44;27318;38;27012;24
5865071;5793260;297;20769;85;54;21306;103;82;25410;111;86;27963;44;27501;39;27508;25
5865072;5793260;301;21058;87;55;21518;110;87;27724;111;88;27481;47;27712;40;27720;25
5865073;5793260;306;21436;89;56;21737;113;91;26076;111;91;27692;46;27871;41;27879;26
5865074;5793260;310;21722;89;57;22164;100;82;27372;107;84;27372;46;28077;41;28085;27
5865075;5793260;312;21845;89;57;22394;105;83;27442;107;85;27442;46;29015;41;29022;26
5865076;5793260;314;21987;89;57;22400;110;95;27611;111;88;27611;50;28946;43;28954;27
5865077;5793260;328;22948;90;57;22669;133;106;29393;123;109;29393;46;34457;41;34472;28
5865078;5793260;326;22830;91;58;22848;133;104;29275;121;107;29275;46;34030;41;34044;27
5865079;5793260;323;22595;91;58;22848;125;100;28996;119;103;28996;46;34012;41;34027;27
5865080;5793260;345;24116;98;62;24296;143;126;30886;146;117;34070;48;33345;43;33359;28
5865081;5793260;341;23842;98;62;24296;143;122;30612;143;113;33796;48;33142;43;33157;28
5865082;5793260;336;23516;98;62;24296;143;123;31050;140;117;32273;47;32896;42;32911;27
5865083;5793260;336;23530;96;61;23668;143;123;31064;140;117;32288;47;32613;42;32627;27
5865084;5793260;336;23555;95;60;23818;133;109;29661;132;103;31324;46;31902;41;31916;26
5865085;5793260;335;23463;96;61;23904;133;107;29556;128;105;31454;47;31693;42;31708;27
5865086;5793260;353;24711;96;61;24208;143;126;34456;131;111;33957;47;31848;42;31862;26
5865087;5793260;351;24548;100;63;25244;133;112;35565;128;105;33230;50;32480;44;32494;27
5865088;5793260;355;24850;100;63;25256;133;111;35492;136;104;33157;50;32722;44;32736;27
5865089;5793260;355;24835;105;67;25208;133;111;35293;128;104;32958;50;32745;44;32760;27
5865090;5793260;356;24895;106;67;25410;143;124;32652;135;113;33600;51;33090;45;33104;28
5865091;5793260;368;25746;102;65;25980;149;111;32455;146;111;33408;52;33563;46;33578;28
5865092;5793260;371;25961;104;66;26301;143;114;32670;146;114;33623;53;33917;46;33932;29
5865093;5793260;377;26383;104;66;26301;154;118;32933;151;121;34139;53;34234;46;34249;29
5865094;5793260;397;27796;104;66;26301;186;138;34346;168;141;35552;58;36703;50;36718;33
5865095;5793260;393;27536;118;74;28753;175;134;34086;162;137;35292;58;36810;50;36825;33
5865096;5793260;397;27818;118;74;28753;186;138;34368;168;142;35574;58;37017;51;37032;33
5865097;5793260;400;28018;118;74;28753;186;141;34567;168;144;35773;58;36987;51;37002;33
5865098;5793260;417;29223;118;74;28753;198;159;35772;183;157;36060;60;36239;52;36253;34
5865099;5793260;404;28263;118;74;28753;163;132;34626;156;134;34626;60;36306;52;36320;34
5865100;5793260;407;28522;118;74;28753;175;136;34885;170;138;34885;60;36444;52;36458;34
5865101;5793260;440;30834;142;90;34317;219;172;37429;198;172;36770;60;37014;52;37028;34
5865102;5793260;441;30870;142;90;34317;219;173;37465;198;172;36806;61;36942;53;36957;34
5866818;5793260;450;31494;161;102;38752;198;166;47506;183;154;57016;71;45023;63;45023;44
5866819;5793260;453;31713;156;99;37397;192;163;47335;183;151;56844;70;44818;62;44818;43
5866820;5793260;458;32093;157;100;37935;192;163;47335;183;151;56845;70;44445;62;44445;43
5866821;5793260;496;34707;157;100;37935;198;165;46896;183;153;56405;70;44347;62;44347;43
5866822;5793260;500;35014;162;103;38207;198;169;47202;191;157;56712;70;44587;62;44587;44
5866823;5793260;501;35071;163;103;38277;198;170;47259;191;158;56768;71;44741;63;44741;44
5866824;5793260;504;35268;163;103;38292;198;173;47457;204;180;49590;71;45136;63;45136;44
5866825;5793260;447;31285;128;81;31649;180;148;52937;198;159;52937;65;45224;57;45224;38
5866826;5793260;447;31278;126;80;31394;165;132;47509;186;152;52484;65;45056;56;45056;38
5866827;5793260;442;30974;125;79;31217;160;128;47205;186;148;52180;65;44660;56;44660;38
5866828;5793260;438;30650;126;80;30606;165;136;47355;192;156;52331;64;44589;56;44589;38
5866829;5793260;435;30437;126;80;30606;170;137;47444;192;157;52420;64;44606;56;44606;38
5866830;5793260;429;30065;122;77;29745;180;152;52841;198;163;52841;64;44845;56;44845;38
5866831;5793260;436;30551;122;77;29745;186;159;53328;204;170;53328;64;43990;56;43990;38
5866832;5793260;442;30933;122;77;29745;192;165;53709;204;176;53709;63;44180;55;44180;37
5866833;5793260;444;31082;114;72;28650;198;162;53564;210;178;53858;63;44333;55;44333;37
5866834;5793260;423;29611;114;72;28650;186;161;52372;204;172;52372;63;44457;55;44457;37
5866835;5793260;421;29502;114;72;28650;186;159;52263;204;170;52263;63;43687;55;43687;37
5866836;5793260;432;30220;114;72;28650;198;164;52686;210;180;52980;63;43807;55;43807;38
5866837;5793260;-1;-1;114;72;28340;-1;-1;-1;-1;-1;-1;63;44072;55;44072;38
5866838;5793260;-1;-1;113;72;28797;-1;-1;-1;-1;-1;-1;66;43899;58;43899;40
5866839;5793260;436;30535;117;74;29487;227;193;53228;234;209;53522;68;44575;59;44575;42
5866840;5793260;433;30286;117;74;29487;222;189;52978;234;205;53272;68;44357;59;44357;42
5866841;5793260;436;30501;117;74;29487;227;192;53194;234;208;53488;68;44988;59;44988;42
5866842;5793260;426;29824;118;75;29533;222;183;52516;222;199;52810;68;44740;60;44740;42
5866843;5793260;425;29765;118;75;29533;216;182;52458;222;198;52752;68;45129;60;45129;42
5866844;5793260;433;30294;120;76;29974;222;189;52987;234;205;53281;69;45426;60;45426;43
5866845;5793260;432;30220;120;76;29974;222;188;52912;228;204;53206;69;45577;61;45577;43
5866846;5793260;435;30440;122;77;30125;222;192;53132;234;208;53426;69;45639;61;45639;43
5866847;5793260;304;21299;80;51;21552;186;156;35209;179;153;35209;40;23886;36;23807;27
5866848;5793260;300;21027;80;51;21649;186;158;35386;185;155;35386;40;24354;37;24276;27
5866849;5793260;300;20976;83;53;22100;192;162;32857;188;161;35783;42;24847;38;24769;28
5866850;5793260;293;20529;83;53;22100;170;136;33905;177;152;32283;42;21914;38;22556;28
5866851;5793260;289;20203;79;50;20006;160;131;33580;176;150;34158;40;21565;36;22208;26
5866852;5793260;284;19858;79;50;19974;155;126;33235;171;145;33814;40;20983;36;21626;26
5866853;5793260;281;19660;71;45;18985;155;124;33037;171;142;33616;40;20781;36;21424;26
5866854;5793260;277;19384;71;45;18985;143;120;32761;163;138;33340;39;20413;35;21056;26
5866855;5793260;272;19034;70;44;18797;143;115;32411;161;133;32989;39;20061;35;20704;25
5866856;5793260;269;18795;69;44;18658;133;111;32172;160;131;32826;39;20054;35;20697;25
5866857;5793260;274;19150;66;42;18380;138;114;31474;160;130;32777;39;20211;35;20854;26
5866858;5793260;258;18027;66;42;18380;138;112;30343;139;118;29427;38;19699;34;27889;25
5866859;5793260;253;17724;62;39;17345;133;108;30040;139;116;29276;36;18573;32;18573;23
5866860;5793260;252;17649;67;42;18433;133;107;29965;139;117;29355;35;18306;32;18306;23
5866861;5793260;269;18815;67;42;18509;143;119;30179;143;120;30179;38;27211;34;27211;25
5866862;5793260;271;18984;68;43;18769;143;121;30348;147;124;30679;39;26638;35;26638;26
5866863;5793260;261;18272;68;43;18839;143;125;32887;135;116;27454;39;26626;35;26626;26
5866864;5793260;236;16491;67;43;17647;133;111;28313;139;120;28613;36;26386;33;26386;24
5866865;5793260;232;16239;66;42;17467;133;107;28061;135;116;28361;36;18819;32;25698;24
5866866;5793260;232;16258;65;41;17406;133;108;28080;135;116;28380;36;18776;32;25656;23
5866867;5793260;229;16033;64;41;17421;128;105;31931;117;96;26498;37;24595;33;24595;24
5866868;5793260;229;16047;64;41;17579;122;101;31646;111;92;26213;37;24295;33;24295;24
5866869;5793260;230;16108;64;41;17659;122;101;31689;111;92;26256;36;24358;32;24358;23
5866870;5793260;233;16331;65;41;17945;128;98;26352;123;99;26705;36;23967;32;23967;23
5866871;5793260;232;16264;65;41;17916;123;96;26196;123;102;26913;37;23449;33;23449;23
5866872;5793260;235;16478;65;41;18011;123;91;25608;125;99;25608;37;23091;33;23091;23
5866873;5793260;237;16583;67;43;18417;123;91;25198;129;103;25093;36;22630;31;22630;22
5866874;5793260;244;17101;68;43;18076;123;92;25001;129;101;25001;36;22515;31;22515;22
5866875;5793260;245;17152;69;44;17966;123;93;25051;129;102;25051;36;22134;31;22134;21
5866876;5793260;250;17504;69;44;17966;123;95;25169;133;104;25169;36;22382;31;22382;22
5866877;5793260;254;17753;69;44;17920;128;98;25418;135;107;25418;36;22029;31;22029;21
5866878;5793260;229;16025;68;43;15770;133;111;24749;129;112;24749;35;20309;30;20309;22
5866879;5793260;227;15921;68;43;15770;133;110;24645;129;111;24645;35;20397;30;20397;22
5866880;5793260;227;15887;68;43;15770;133;110;24611;129;111;24611;35;20388;30;20388;22
5866881;5793260;210;14721;68;43;15343;143;118;25175;133;119;25175;33;20122;29;20122;21
5866882;5793260;213;14915;69;44;15377;143;120;25362;141;121;25362;33;20579;29;20579;21
5866883;5793260;192;13450;50;32;12548;113;89;18262;127;112;18012;34;20848;30;20848;22
5866884;5793260;186;13039;63;40;14800;105;83;17851;119;109;17601;-1;-1;-1;-1;-1
5866885;5793260;186;13021;63;40;14800;100;82;17767;119;108;17518;-1;18873;-1;18873;-1
5866886;5793260;190;13316;56;35;14201;110;86;18063;127;109;17814;25;18403;22;18403;17
5866887;5793260;186;13003;56;35;14201;83;64;16504;111;90;16254;25;18030;22;18030;17
5866888;5793260;189;13199;53;34;13752;79;59;16198;107;85;15949;24;17762;21;17762;16
5866889;5793260;192;13472;52;33;13599;79;57;16016;95;57;16442;24;17433;21;17433;16
5866890;5793260;195;13660;52;33;13445;79;59;16433;95;57;16218;23;17275;20;17275;15
5866891;5793260;192;13446;50;32;13169;79;63;17184;103;78;15069;23;16871;20;16871;15
5866892;5793260;188;13133;48;31;12848;76;59;16868;91;56;15639;23;16581;20;16581;15
5866893;5793260;186;13031;48;31;12873;76;61;15851;103;72;14653;21;16426;18;16426;14
5866894;5793260;188;13143;49;31;12904;76;59;15747;103;74;14765;23;16750;20;16750;15
5866895;5793260;176;12290;47;30;12150;76;62;15129;107;79;14632;24;16480;21;16480;16
5866896;5793260;173;12133;46;29;12086;76;62;15094;103;77;14480;24;16415;21;16415;16
5866897;5793260;171;11961;46;29;11958;76;65;15020;103;76;14376;23;15226;21;15226;16
5866898;5793260;173;12111;52;33;13246;79;67;15170;103;78;14526;24;15497;21;15497;16
5866899;5793260;217;15164;50;32;12829;82;66;16007;119;93;16007;27;17039;24;17039;17
5866900;5793260;215;15028;48;30;12441;76;63;15750;119;90;15750;26;17117;23;17117;16
5866901;5793260;222;15520;48;30;12439;94;77;16737;119;104;16737;27;17169;24;17169;16
5866902;5793260;221;15488;48;31;12494;76;64;15856;119;91;15856;27;17393;24;17393;16
5866903;5793260;222;15558;48;31;12504;76;59;15927;119;86;15927;26;17445;23;17445;17
5866904;5793260;222;15541;48;31;12504;76;59;15909;119;86;15909;28;17634;25;17634;17
5866905;5793260;223;15621;50;32;12890;76;59;16454;111;86;16454;26;19257;23;19257;17
5866906;5793260;226;15844;50;32;12911;76;55;16173;111;82;16173;26;18966;24;18966;17
5866907;5793260;230;16129;51;32;13158;76;56;16458;111;82;16458;27;18793;24;18793;17
5866908;5793260;234;16400;52;33;13431;76;56;16743;111;83;16743;28;18666;25;18666;17
5866909;5793260;246;17222;53;34;13654;102;81;19698;115;76;19698;33;21778;30;21778;21
5866910;5793260;250;17513;54;34;13782;82;66;17840;111;93;17840;30;21156;26;21156;19
5866911;5793260;247;17265;55;35;13968;82;69;18841;107;83;20989;30;20785;26;20785;19
5866912;5793260;261;18267;58;37;14816;76;65;18565;107;84;20858;31;20550;27;20550;19
5866913;5793260;258;18050;59;37;14995;76;62;18348;103;76;20496;31;20291;27;20291;19
5866914;5793260;289;20245;59;38;15122;88;73;20391;103;75;20391;31;20406;27;20406;19
5866915;5793260;286;20023;67;43;16716;85;70;20170;103;72;20170;34;22431;30;22431;21
5866916;5793260;284;19853;67;43;16716;79;67;19999;103;69;19999;34;22149;29;22149;20
5866917;5793260;277;19356;64;41;16110;76;63;19174;95;62;19495;33;21617;29;21617;20
5866918;5793260;275;19262;65;42;16462;79;59;19409;95;61;19409;34;21901;29;21901;20
5866919;5793260;281;19678;66;42;16673;82;70;20441;103;72;20192;36;22893;31;22893;21
5866920;5793260;285;19929;69;44;17037;82;70;20452;103;73;20253;34;22560;30;22560;20
5866921;5793260;287;20070;69;44;17288;82;70;20760;103;75;20376;36;22936;31;22936;21
5866922;5793260;281;19666;71;45;17706;85;73;20961;107;79;21927;36;23240;31;23240;21
5866923;5793260;274;19155;72;46;17965;88;79;21363;107;85;22324;37;24093;32;24097;22
5866924;5793260;273;19120;72;46;17965;97;83;21644;111;77;21644;38;24836;33;24840;22
5866925;5793260;274;19153;75;48;18616;88;78;21996;115;95;23024;36;24386;32;24390;21
5866926;5793260;277;19368;75;48;18630;91;80;22780;123;105;22780;38;25048;33;24743;22
5866927;5793260;284;19874;77;49;19094;88;74;23380;123;104;22705;39;24411;33;24415;22
5866928;5793260;281;19665;78;49;19261;85;71;23172;123;105;22763;39;25380;34;25075;22
5866929;5793260;283;19823;78;50;19422;95;74;23361;123;78;23073;39;25587;34;25282;22
5866930;5793260;288;20142;80;51;19726;100;82;23793;119;82;23369;41;26149;37;25844;25
5866931;5793260;292;20431;83;53;20248;95;76;24528;119;101;27504;41;26919;37;26613;25
5866932;5793260;293;20523;85;54;20514;95;74;24521;115;98;27299;42;26850;36;26545;23
5866933;5793260;297;20821;85;54;20744;103;80;24819;111;91;28289;45;27234;39;27242;25
5866934;5793260;299;20928;86;55;21205;113;86;25680;111;90;27757;46;27189;39;27751;25
5866935;5793260;302;21170;87;55;21447;105;83;27431;107;85;27431;46;27414;40;27422;25
5866936;5793260;307;21512;89;57;21720;100;82;27370;107;84;27370;47;27636;40;27840;26
5866937;5793260;310;21731;90;57;22165;100;78;27072;107;80;27072;47;28106;41;28113;26
5866938;5793260;316;22142;91;58;22275;100;81;27252;107;83;27252;49;28623;42;28630;27
5866939;5793260;319;22354;91;58;22275;105;85;27516;111;87;27516;49;29065;42;29073;27
5866940;5793260;333;23301;94;59;23011;133;111;29747;127;114;29747;46;34576;41;34591;28
5866941;5793260;329;22998;94;59;23011;133;106;29444;123;109;29444;46;28816;41;28866;27
5866942;5793260;327;22872;99;63;24530;133;104;29272;121;107;29272;46;34350;41;29337;27
5866943;5793260;344;24070;99;63;24530;143;126;30840;146;117;34024;48;33318;43;33333;28
5866944;5793260;341;23876;98;62;24296;143;123;30646;143;114;33830;47;33258;42;33272;28
5866945;5793260;359;25154;98;62;24296;143;127;29205;135;112;29454;50;29250;43;29257;28
5866946;5793260;343;24011;96;61;24115;143;126;31854;138;106;30118;50;32628;43;32643;28
5866947;5793260;338;23679;96;61;24138;133;110;29785;136;105;31448;47;32031;42;32046;27
5866948;5793260;338;23650;96;61;24208;133;110;29756;128;101;29756;47;31568;41;31583;26
5866949;5793260;347;24266;96;61;24262;138;113;40144;131;108;33729;49;31856;43;31871;27
5866950;5793260;349;24405;99;63;25186;133;109;39854;125;106;33590;-1;32219;-1;32233;-1
5866951;5793260;351;24583;99;63;25082;133;107;35218;128;100;32883;50;32483;44;32498;27
5866952;5793260;355;24860;100;63;25360;133;105;34849;128;98;32514;50;32724;44;32739;27
5866953;5793260;360;25189;101;64;25687;133;110;35187;136;103;32852;51;33025;45;33039;28
5866954;5793260;365;25555;102;65;26029;155;126;32798;146;108;33218;52;33480;46;33494;29
5866955;5793260;374;26155;104;66;26301;143;117;32864;146;116;33817;53;34039;46;34054;29
5866956;5793260;381;26636;104;66;26301;148;122;33186;151;125;34392;57;36371;50;36386;32
5866957;5793260;380;26609;115;73;28355;148;121;33159;151;124;34365;58;36253;50;36268;33
5866958;5793260;392;27460;118;74;28753;180;133;34010;161;136;35216;58;36565;50;36579;33
5866959;5793260;396;27719;118;74;28753;186;137;34268;168;140;35474;58;36805;51;36819;33
5866960;5793260;404;28268;118;74;28753;186;145;34818;170;148;36024;58;36753;51;36768;33
5866961;5793260;410;28725;118;74;28753;192;151;35274;172;150;35142;60;35990;52;36005;34
5866962;5793260;407;28510;118;74;28753;180;136;34874;170;138;34874;60;36092;52;36106;34
5866963;5793260;438;30686;119;75;29673;225;191;51755;194;169;36622;60;36240;52;36254;34
5866964;5793260;436;30518;119;75;29673;217;187;42697;194;167;36453;60;36879;52;36894;34
5866965;5793260;440;30773;142;90;34317;225;192;51842;198;171;36708;60;36954;52;36969;34
5868680;5793260;454;31782;158;100;38475;198;168;47629;188;156;57138;70;44815;62;44815;43
5868681;5793260;456;31888;156;99;37397;186;161;47176;178;149;56685;70;44580;62;44580;43
5868682;5793260;457;32019;154;97;37020;186;158;46947;175;146;56457;69;44452;61;44452;43
5868683;5793260;493;34537;155;98;37792;192;163;46725;178;151;56234;69;44167;61;44167;43
5868684;5793260;503;35183;158;100;37905;198;172;47371;199;160;56881;70;44166;62;44166;43
5868685;5793260;503;35192;157;99;37738;198;172;47380;199;160;56890;70;44072;61;44072;43
5868686;5793260;504;35305;165;104;38498;198;174;47493;204;181;49627;71;45091;63;45091;44
5868687;5793260;500;35000;165;104;38498;198;169;47188;191;157;56697;71;43449;63;43449;44
5868688;5793260;508;35570;156;99;34796;198;177;47758;204;184;49892;67;43394;59;43394;42
5868689;5793260;445;31131;124;79;31011;165;132;47493;186;152;52469;64;44381;56;44381;38
5868690;5793260;439;30725;123;78;30790;160;132;47047;186;152;52023;64;44198;55;44198;38
5868691;5793260;434;30350;124;78;30396;165;133;47132;186;153;52108;64;44403;55;44403;38
5868692;5793260;427;29871;122;77;29745;180;148;52562;198;159;52562;64;44161;55;44161;38
5868693;5793260;423;29600;122;77;29745;180;151;52786;198;162;52786;63;43754;54;43754;37
5868694;5793260;422;29533;115;73;28911;186;158;53226;198;169;53226;63;43925;55;43925;37
5868695;5793260;415;29053;114;72;28650;180;153;51813;198;164;51813;63;44108;55;44108;37
5868696;5793260;417;29218;114;72;28650;186;155;51979;198;166;51979;63;43523;55;43523;37
5868697;5793260;422;29534;114;72;28650;186;160;52295;204;171;52295;62;43438;54;43438;37
5868698;5793260;425;29766;114;72;28340;192;163;52526;204;174;52526;63;43566;55;43566;38
5868699;5793260;-1;-1;114;72;28340;-1;-1;-1;-1;-1;-1;63;43865;55;43865;38
5868700;5793260;-1;-1;113;72;28797;-1;-1;-1;-1;-1;-1;66;43700;58;43700;40
5868701;5793260;437;30558;113;72;28797;227;193;53250;234;209;53544;66;44472;58;44472;40
5868702;5793260;434;30383;117;74;29487;222;191;53076;234;207;53370;68;44326;59;44326;42
5868703;5793260;431;30189;117;74;29487;222;188;52882;228;204;53176;68;44861;59;44861;42
5868704;5793260;421;29452;116;73;29314;210;177;52145;222;193;52439;67;44625;59;44625;41
