from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5793260;57;3994;16;10;3638;57;57;3994;57;57;3994;11;4314;10;4314;9
5785641;5793260;60;4200;37;23;8619;60;60;4200;60;60;4200;16;4524;15;4524;12
5785642;5793260;62;4318;37;23;8619;62;62;4318;62;62;4318;16;8986;15;8986;12
5785643;5793260;66;4610;40;25;9985;66;66;4610;66;66;4610;16;11372;15;11371;12
5787544;5793260;50;3504;13;8;3099;50;50;3504;50;50;3504;10;3888;9;3888;8
5787545;5793260;51;3574;13;8;3099;51;51;3574;51;51;3574;10;4174;9;4174;8
5787546;5793260;54;3799;13;8;3099;54;54;3799;54;54;3799;16;8012;15;8012;11
5787547;5793260;67;4699;37;23;8619;67;67;4699;67;67;4699;16;8403;15;8403;11
5787548;5793260;63;4426;37;23;8619;63;63;4426;63;63;4426;16;8525;15;8525;11
5787549;5793260;67;4719;37;23;8619;67;67;4719;67;67;4719;16;8768;15;8768;12
5787550;5793260;153;10676;40;25;9985;153;153;10676;153;143;28550;16;11171;15;11169;12
5789447;5793260;16;1141;1;1;337;16;16;1141;16;16;1141;5;1269;5;1269;4
5789448;5793260;17;1161;1;1;334;17;17;1161;17;17;1161;5;952;5;952;4
5789449;5793260;17;1222;4;2;1024;17;17;1222;17;17;1222;5;1264;5;1264;4
5789450;5793260;53;3741;4;2;1024;53;53;3741;53;53;3741;5;1583;5;1583;4
5789451;5793260;54;3779;13;8;3099;54;54;3779;54;54;3779;10;4135;9;4135;8
5789452;5793260;75;5270;13;8;3099;75;75;5270;75;75;5270;15;7911;14;7911;11
5789453;5793260;70;4905;37;23;8619;70;70;4905;70;70;4905;16;8088;15;8088;11
5789454;5793260;67;4708;37;23;8619;67;67;4708;67;67;4708;16;8352;15;8352;11
5789455;5793260;76;5338;40;25;10018;76;76;5338;76;76;5338;16;8573;15;8573;12
5789456;5793260;150;10515;40;25;10018;150;150;10515;151;141;28390;21;11081;19;11080;15
5791353;5793260;21;1501;6;4;1387;21;21;1501;21;21;1501;7;2114;6;2114;6
5791354;5793260;18;1268;3;2;663;18;18;1268;18;18;1268;-1;1206;-1;1206;-1
5791355;5793260;13;925;2;2;575;13;13;925;13;13;925;4;836;4;836;4
5791356;5793260;18;1273;4;3;1054;18;18;1273;18;18;1273;5;1461;5;1461;5
5791357;5793260;23;1578;4;2;1024;23;23;1578;23;23;1578;5;1575;5;1575;4
5791358;5793260;79;5527;4;2;1024;79;79;5527;79;79;5527;5;7406;5;7406;4
5791359;5793260;75;5252;4;2;1024;75;75;5252;75;75;5252;15;7729;14;7729;11
5791360;5793260;72;5061;37;23;8619;72;72;5061;72;72;5061;15;8097;14;8097;11
5791361;5793260;73;5137;40;25;10018;73;73;5137;73;73;5137;15;8452;14;8452;11
5791362;5793260;78;5448;40;25;10018;78;78;5448;78;78;5448;16;8760;15;8760;12
5791363;5793260;150;10510;40;25;10018;150;150;10510;151;140;28385;21;10977;19;10975;15
5793258;5793260;27;1887;2;1;471;27;27;1887;27;27;1887;6;1879;6;1879;6
5793259;5793260;23;1586;2;1;414;23;23;1586;23;23;1586;6;1719;5;1719;5
5793260;5793260;0;0;-1;-1;-1;0;0;0;0;0;0;-1;0;-1;0;-1
5793261;5793260;17;1208;3;2;840;17;17;1208;17;17;1208;5;913;5;913;4
5793262;5793260;19;1295;4;2;949;19;19;1295;19;19;1295;5;1338;5;1338;4
5793263;5793260;36;2496;4;2;949;36;36;2496;36;36;2496;5;2444;5;2444;4
5793264;5793260;85;5929;7;4;1864;84;79;8423;85;85;5929;15;7350;14;7350;11
5793265;5793260;77;5424;6;4;1802;77;77;5424;77;77;5424;15;7683;14;7683;11
5793266;5793260;78;5485;28;18;7149;78;78;5485;78;78;5485;15;7880;14;7880;11
5793267;5793260;76;5298;28;18;7149;76;76;5298;76;76;5298;15;8675;14;8675;11
5793268;5793260;81;5696;40;25;10018;81;81;5696;81;81;5696;16;8901;15;8901;12
5793269;5793260;165;11571;42;27;10294;162;146;11560;160;150;29066;22;7713;20;7713;15
5793270;5793260;163;11390;42;27;10294;161;143;11380;158;148;28885;22;11189;20;11187;15
5795164;5793260;28;1962;2;1;414;28;28;1962;28;28;1962;6;2003;6;2003;5
5795165;5793260;29;2043;2;1;414;29;29;2043;29;29;2043;6;3229;6;3229;5
5795166;5793260;28;1973;9;6;2602;28;28;1973;28;28;1973;8;3078;8;3078;7
5795167;5793260;23;1589;3;2;874;23;23;1589;23;23;1589;5;1463;5;1463;5
5795168;5793260;21;1486;7;4;1864;21;21;1486;21;21;1486;6;2025;6;2025;6
5795169;5793260;33;2309;7;4;1864;33;33;2309;33;33;2309;6;2248;6;2248;6
5795170;5793260;85;5929;6;4;1802;82;75;8153;84;75;8153;6;7089;6;7089;6
5795171;5793260;80;5625;7;5;1949;80;74;8072;80;74;8072;15;7390;14;7390;11
5795172;5793260;81;5663;28;18;7149;81;81;5663;81;81;5663;15;7832;14;7832;11
5795173;5793260;84;5892;28;18;7149;84;84;5892;84;84;5892;15;7923;14;7923;11
5795174;5793260;111;7788;28;18;7149;94;79;8445;105;79;8445;15;7557;14;7557;11
5795175;5793260;110;7726;28;18;7149;94;78;8382;101;78;8382;15;7694;14;7694;11
5795176;5793260;163;11427;39;25;10597;161;144;11416;158;148;28922;21;10853;20;10853;15
5797069;5793260;51;3535;11;7;3128;51;51;3535;51;51;3535;-1;-1;-1;-1;-1
5797070;5793260;31;2160;11;7;3128;31;31;2160;31;31;2160;7;2282;7;2282;6
5797071;5793260;33;2277;9;6;2602;33;33;2277;33;33;2277;8;3131;8;3131;7
5797072;5793260;33;2305;9;6;2602;33;33;2305;33;33;2305;8;2847;7;2847;6
5797073;5793260;29;2020;9;6;2602;29;29;2020;29;29;2020;6;2932;6;2932;5
5797074;5793260;27;1916;6;4;1595;27;27;1916;27;27;1916;6;1796;6;1796;5
5797075;5793260;30;2124;6;4;1802;30;30;2124;30;30;2124;6;2129;6;2129;6
5797076;5793260;86;6030;7;5;1949;80;71;7836;85;71;7836;7;7036;7;7036;6
5797077;5793260;85;5972;7;5;1949;81;72;7963;85;72;7963;15;7468;14;7468;11
5797078;5793260;87;6088;28;18;7149;84;77;8297;86;77;8297;15;8005;14;8005;11
5797079;5793260;108;7548;28;18;7149;88;76;8204;100;76;8204;15;7842;14;7842;11
5797080;5793260;108;7592;28;18;7149;91;76;8249;100;76;8249;15;7053;14;7053;11
5797081;5793260;108;7578;28;18;7149;91;76;8235;100;76;8235;15;7673;14;7673;11
5797082;5793260;157;11021;39;25;10597;118;99;11548;119;99;11548;21;10839;20;10839;15
5798974;5793260;50;3474;10;7;2898;50;50;3474;50;50;3474;16;4263;14;4263;11
5798975;5793260;36;2520;4;3;1107;36;36;2520;36;36;2520;7;2629;7;2629;6
5798976;5793260;36;2514;4;3;1107;36;36;2514;36;36;2514;7;2516;7;2516;6
5798977;5793260;36;2521;9;6;2602;36;36;2521;36;36;2521;7;3171;7;3171;6
5798978;5793260;34;2412;7;5;2026;34;34;2412;34;29;3096;7;2642;7;2642;6
5798979;5793260;30;2118;6;4;1797;30;30;2118;30;30;2118;8;3000;8;3000;7
5798980;5793260;29;2010;6;4;1792;29;29;2010;29;29;2010;6;2160;6;2160;6
5798981;5793260;36;2509;7;4;1816;36;36;2509;36;32;3280;7;2548;7;2548;6
5798982;5793260;89;6238;7;5;1949;81;68;7669;88;68;7669;7;6896;7;6896;6
5798983;5793260;90;6333;7;5;1949;79;66;7543;86;66;7543;14;6836;13;6836;10
5798984;5793260;98;6861;26;16;6416;79;66;7536;91;66;7536;14;6828;13;6828;10
5798985;5793260;103;7244;26;16;6416;85;71;7901;98;71;7901;14;6720;13;6720;10
5798986;5793260;102;7106;28;18;7149;82;69;7763;97;69;7763;14;6986;13;6986;10
5798987;5793260;105;7362;28;18;7149;88;73;8019;99;73;8019;15;7445;14;7445;11
5798988;5793260;152;10606;37;23;10063;110;93;11132;111;93;11132;20;10315;19;10315;15
5800879;5793260;51;3536;12;8;3268;51;51;3536;51;51;3536;9;3984;8;3984;7
5800880;5793260;54;3753;13;8;3602;54;54;3753;54;54;3753;16;4259;14;4259;11
5800881;5793260;39;2725;13;8;3602;39;39;2725;39;39;2725;7;10907;7;10907;6
5800882;5793260;67;4687;4;3;1107;64;53;6077;63;53;6077;10;4673;10;4673;8
5800883;5793260;67;4723;8;6;2348;65;53;6113;65;53;6113;10;4450;10;4450;8
5800884;5793260;35;2469;7;5;2025;35;35;2469;35;30;3133;7;2459;7;2459;6
5800885;5793260;32;2242;7;5;2013;32;32;2242;32;32;2242;6;2161;6;2161;6
5800886;5793260;34;2386;6;4;1815;34;34;2386;34;29;3050;7;2452;6;2452;6
5800887;5793260;38;2659;7;4;1816;38;33;3323;37;33;3323;7;2537;6;2537;6
5800888;5793260;89;6223;22;14;5664;76;57;6880;77;57;6880;13;6012;12;6012;10
5800889;5793260;93;6494;22;14;5664;76;63;7284;86;63;7284;14;6601;13;6601;10
5800890;5793260;95;6685;22;14;5787;76;64;7360;87;64;7360;14;6514;13;6514;10
5800891;5793260;99;6914;25;16;6359;79;67;7570;95;67;7570;14;6391;13;6391;10
5800892;5793260;98;6851;26;16;6416;79;66;7507;91;66;7507;14;6865;13;6865;10
5800893;5793260;100;7012;26;16;6416;82;68;7669;96;68;7669;14;7406;13;7406;10
5800894;5793260;150;10515;37;23;10063;110;92;11041;111;92;11041;20;10321;19;10321;15
5800895;5793260;147;10275;36;23;9894;110;89;10802;111;89;10802;20;10221;18;10221;14
5802783;5793260;57;3995;12;8;3485;57;57;3995;57;57;3995;9;5248;8;5248;7
5802784;5793260;54;3815;12;8;3485;54;54;3815;54;54;3815;9;4371;8;4371;7
5802785;5793260;58;4032;13;8;3589;58;58;4032;58;58;4032;9;9931;8;9931;7
5802786;5793260;69;4824;13;8;3602;67;55;6214;66;55;6214;10;10659;10;10659;8
5802787;5793260;66;4587;13;8;3602;60;51;5977;63;51;5977;10;4484;10;4484;8
5802788;5793260;63;4389;9;6;2357;59;48;5779;59;48;5779;10;4237;9;4237;8
5802789;5793260;63;4389;9;6;2357;59;48;5780;59;48;5780;7;2700;7;2700;6
5802790;5793260;36;2492;9;6;2408;36;36;2492;35;30;3155;7;2222;7;2222;6
5802791;5793260;36;2510;8;5;2276;36;36;2510;36;29;3642;7;2495;6;2495;6
5802792;5793260;41;2886;8;5;2283;40;32;3878;40;32;3878;7;2798;7;2798;6
5802793;5793260;86;5995;22;14;5664;70;54;6652;75;54;6652;13;5954;12;5954;10
5802794;5793260;90;6331;22;14;5664;76;58;6987;81;58;6987;13;6239;12;6239;10
5802795;5793260;90;6331;22;14;5787;76;58;6988;81;58;6988;14;6240;13;6240;10
5802796;5793260;92;6445;25;16;6346;76;60;7101;85;60;7101;14;6436;13;6436;10
5802797;5793260;97;6806;26;16;6401;76;65;7463;91;65;7463;14;6756;13;6756;10
5802798;5793260;100;6980;24;15;6073;82;68;7637;95;68;7637;14;6499;13;6499;10
5802799;5793260;142;9958;34;22;9475;105;84;10485;107;84;10485;19;9635;18;9635;14
5802800;5793260;141;9879;35;22;9574;102;83;10406;107;83;10406;19;9803;18;9803;14
5802801;5793260;146;10247;35;23;9744;110;88;10774;111;88;10774;20;10162;18;10162;14
5804689;5793260;69;4807;17;11;4426;69;69;4807;69;69;4807;11;5178;10;5178;8
5804690;5793260;58;4093;15;10;4201;58;58;4093;58;58;4093;10;4568;9;4568;8
5804691;5793260;76;5290;22;14;4865;76;76;5290;76;76;5290;15;5606;14;5606;11
5804692;5793260;78;5482;24;15;4955;78;78;5482;78;78;5482;11;6046;11;6046;9
5804693;5793260;66;4588;24;15;4955;60;51;5978;63;51;5978;9;4548;9;4548;8
5804694;5793260;59;4149;9;6;2536;54;45;5539;57;45;5539;9;4154;9;4154;8
5804695;5793260;58;4074;9;6;2536;52;44;5465;57;44;5465;8;2786;7;2786;6
5804696;5793260;43;3017;10;7;2977;42;28;3611;41;28;3611;8;3235;8;3235;7
5804697;5793260;40;2779;9;6;2516;39;25;3412;39;25;3412;7;2831;7;2831;6
5804698;5793260;42;2948;9;6;2641;41;33;3940;41;33;3940;8;2899;7;2899;6
5804699;5793260;82;5773;21;13;5421;64;50;6430;71;50;6430;13;5670;12;5670;10
5804700;5793260;82;5731;20;13;5289;64;50;6388;71;50;6388;13;5610;12;5610;9
5804701;5793260;85;5981;22;14;5772;70;53;6638;75;53;6638;13;5999;12;5999;10
5804702;5793260;86;6045;21;13;5423;76;54;6702;76;54;6702;14;5818;13;5818;10
5804703;5793260;88;6195;24;15;6073;76;56;6851;77;56;6851;14;5992;13;5992;10
5804704;5793260;91;6343;24;15;6073;76;59;6999;81;59;6999;14;6391;13;6391;10
5804705;5793260;139;9714;24;15;6073;94;81;10240;107;81;10240;14;9449;13;9449;10
5804706;5793260;138;9674;34;22;9469;94;80;10201;107;80;10201;19;9738;18;9738;14
5804707;5793260;142;9949;35;23;9744;105;84;10475;107;84;10475;20;10251;18;10251;14
5806593;5793260;69;4814;16;10;4498;69;69;4814;69;69;4814;11;5275;10;5275;8
5806594;5793260;64;4452;15;10;4112;64;64;4452;64;64;4452;10;4928;9;4928;8
5806595;5793260;62;4372;14;9;3996;62;62;4372;62;62;4372;9;4684;9;4684;7
5806596;5793260;72;5056;22;14;4865;72;72;5056;72;72;5056;15;9504;14;9504;11
5806597;5793260;78;5431;24;15;4955;78;78;5431;78;78;5431;13;5899;12;5899;10
5806598;5793260;82;5742;35;22;5457;82;82;5742;82;82;5742;12;6131;11;6131;9
5806599;5793260;57;3985;12;8;3400;52;43;5375;56;43;5375;9;3904;9;3904;7
5806600;5793260;54;3757;12;8;3400;50;39;5148;53;39;5148;9;3762;8;3762;7
5806601;5793260;45;3168;10;7;2977;43;30;3761;43;30;3761;8;3157;8;3157;6
5806602;5793260;44;3097;10;6;2823;42;29;3691;42;29;3691;8;2969;7;2969;6
5806603;5793260;46;3246;10;6;2764;44;32;3839;44;32;3839;8;5412;7;5412;6
5806604;5793260;82;5769;20;13;5140;64;50;6425;71;50;6425;12;5552;11;5552;9
5806605;5793260;78;5456;20;13;5140;58;46;6112;66;46;6112;12;5415;12;5415;9
5806606;5793260;81;5643;21;13;5414;64;49;6300;67;49;6300;13;5476;12;5476;9
5806607;5793260;83;5826;21;13;5420;67;51;6482;71;51;6482;13;5838;12;5838;9
5806608;5793260;88;6146;22;14;5639;76;56;6802;76;56;6802;13;6183;12;6183;9
5806609;5793260;92;6466;24;15;6073;76;60;7123;86;60;7123;14;6363;13;6363;10
5806610;5793260;134;9359;32;20;8820;88;75;9885;103;75;9885;18;9185;17;9185;13
5806611;5793260;136;9518;32;20;8820;94;78;10045;103;78;10045;18;9591;17;9591;13
5806612;5793260;139;9765;33;21;9034;97;81;10292;107;81;10292;19;9741;17;9741;13
5806613;5793260;163;11381;39;25;10768;127;104;11908;119;104;11908;22;11039;20;11039;16
5808496;5793260;74;5160;17;11;4876;74;74;5160;74;74;5160;12;5669;11;5669;9
5808497;5793260;73;5141;17;11;4805;73;73;5141;73;73;5141;12;5653;11;5653;9
5808498;5793260;72;5045;18;12;4695;72;72;5045;72;72;5045;12;5443;11;5443;9
5808499;5793260;67;4657;15;10;4251;67;67;4657;67;67;4657;10;5121;9;5121;8
5808500;5793260;71;4947;29;19;5217;71;71;4947;71;71;4947;12;9755;11;9755;9
5808501;5793260;83;5782;33;21;5371;83;83;5782;83;83;5782;12;6208;12;6208;10
5808502;5793260;83;5794;35;22;5457;83;83;5794;83;83;5794;12;6406;12;6406;9
5808503;5793260;58;4083;33;21;5553;52;44;5473;57;44;5473;12;4033;12;4033;9
5808504;5793260;54;3771;12;8;3400;50;40;5161;53;40;5161;9;3653;8;3653;7
5808505;5793260;48;3391;11;7;3049;45;34;4781;47;34;4781;8;3332;8;3332;7
5808506;5793260;48;3379;11;7;3261;45;33;4696;47;33;4696;8;3472;8;3472;7
5808507;5793260;76;5308;19;12;4995;58;44;5965;65;44;5965;13;5186;12;5186;10
5808508;5793260;73;5124;17;11;4707;52;41;5780;64;41;5780;12;4949;11;4949;9
5808509;5793260;75;5259;18;11;4800;55;43;5916;65;43;5916;12;5165;11;5165;9
5808510;5793260;79;5560;18;12;4922;61;47;6217;67;47;6217;13;5655;12;5655;9
5808511;5793260;78;5439;22;14;5639;58;46;6096;66;46;6096;13;6056;12;6056;9
5808512;5793260;133;9332;22;14;5639;88;75;9859;103;75;9859;13;6242;12;6242;9
5808513;5793260;130;9132;30;19;8545;85;72;9658;103;72;9658;18;8675;16;8675;13
5808514;5793260;129;9046;32;20;8820;82;71;9573;103;71;9573;18;8935;16;8935;13
5808515;5793260;133;9338;33;21;9034;88;75;9864;103;75;9864;18;9199;17;9199;13
5808516;5793260;137;9575;39;25;9580;94;79;10101;103;79;10101;19;9658;17;9658;14
5808517;5793260;143;9986;39;25;9580;105;84;10512;107;84;10512;19;9844;17;9844;14
5808518;5793260;148;10371;39;25;9580;110;90;10898;111;90;10898;22;11318;20;11318;16
5810399;5793260;79;5511;19;12;5178;79;79;5511;79;79;5511;12;6112;11;6112;9
5810400;5793260;78;5435;18;12;5048;78;78;5435;78;78;5435;12;5929;11;5929;9
5810401;5793260;76;5330;18;11;4883;76;76;5330;76;76;5330;12;5789;11;5789;9
5810402;5793260;69;4799;18;11;4883;69;69;4799;69;69;4799;12;5282;11;5282;9
5810403;5793260;69;4812;26;17;6961;69;69;4812;69;69;4812;10;5095;9;5095;8
5810404;5793260;72;5053;33;21;5371;72;72;5053;72;72;5053;10;9762;10;9762;8
5810405;5793260;83;5839;33;21;5371;83;83;5839;83;83;5839;12;6361;11;6361;9
5810406;5793260;85;5944;33;21;5553;85;85;5944;85;85;5944;13;6504;12;6504;10
5810407;5793260;87;6109;32;20;6445;87;87;6109;87;87;6109;10;4587;9;4587;8
5810408;5793260;53;3706;15;9;3902;50;39;5096;52;39;5096;9;4253;9;4253;7
5810409;5793260;51;3544;12;8;3602;46;30;4484;47;30;4484;9;3717;8;3717;7
5810410;5793260;52;3634;11;7;3315;47;27;4318;48;27;4318;8;3598;8;3598;7
5810411;5793260;77;5380;14;9;3984;58;45;6036;66;45;6036;10;5134;9;5134;8
5810412;5793260;69;4830;17;11;4634;49;37;5487;62;37;5487;11;4830;11;4830;9
5810413;5793260;70;4866;15;10;4416;49;37;5522;63;37;5522;12;4820;11;4820;9
5810414;5793260;72;5037;17;11;4734;52;40;5693;64;40;5693;12;5082;11;5082;9
5810415;5793260;78;5444;17;11;4734;58;46;6101;66;46;6101;12;5399;12;5399;9
5810416;5793260;125;8776;22;14;5639;79;67;9303;103;67;9303;17;8463;16;8463;12
5810417;5793260;125;8744;30;19;8545;79;67;9271;103;67;9271;17;8542;16;8542;12
5810418;5793260;129;9002;30;19;8545;82;70;9529;103;70;9529;18;8972;17;8972;13
5810419;5793260;136;9536;32;20;8995;94;78;10063;103;78;10063;19;9323;17;9323;13
5810420;5793260;139;9758;39;25;9580;97;81;10284;107;81;10284;19;9726;17;9726;14
5810421;5793260;142;9973;39;25;9580;105;84;10500;107;84;10500;19;9833;17;9833;14
5810422;5793260;146;10216;39;25;9580;110;88;10742;111;88;10742;25;11153;23;11153;18
5810423;5793260;200;14004;56;36;13396;149;121;14473;146;113;14473;25;14059;23;14059;18
5810457;5793260;263;18416;65;41;17614;148;131;37442;125;108;37442;39;18717;35;20083;26
5810458;5793260;261;18279;69;44;18416;143;127;37292;125;106;37305;39;18774;35;18772;26
5810462;5793260;282;19768;76;48;19929;133;108;37369;125;107;37097;42;20200;38;20198;28
5810463;5793260;282;19752;76;48;19852;133;110;36874;119;104;36874;42;20272;38;20270;28
5810464;5793260;285;19981;78;50;20194;128;103;37014;121;105;37014;43;20681;39;20679;28
5812300;5793260;85;5964;20;13;5578;84;77;20263;85;85;5964;12;6436;11;6436;9
5812301;5793260;83;5800;19;12;5375;83;81;20494;83;83;5800;12;6295;11;6295;9
5812302;5793260;83;5835;19;12;5237;83;83;5835;83;83;5835;12;6271;11;6271;9
5812303;5793260;77;5371;18;11;4883;77;77;5371;77;77;5371;10;5854;10;5854;8
5812304;5793260;73;5124;26;17;6961;73;73;5124;73;73;5124;10;5498;10;5498;8
5812305;5793260;74;5182;26;17;6961;74;74;5182;74;74;5182;15;8621;13;8621;10
5812306;5793260;98;6860;25;16;6740;98;87;19918;98;98;6860;13;7550;12;7550;10
5812307;5793260;100;6998;25;16;6637;100;89;20057;100;100;6998;13;7428;12;7428;10
5812308;5793260;117;8211;30;19;6090;101;76;14091;110;84;12962;16;6841;14;6841;12
5812309;5793260;117;8224;32;20;6445;101;76;14104;110;84;12975;10;4521;9;4521;8
5812310;5793260;120;8420;15;10;3987;101;79;14301;114;87;13172;10;4327;9;4327;8
5812311;5793260;56;3912;15;10;3963;47;30;4473;51;30;4473;9;3881;8;3881;7
5812312;5793260;55;3831;12;8;3428;47;29;4392;50;29;4392;9;3690;8;3690;7
5812313;5793260;58;4046;12;8;3640;47;32;5116;52;32;5116;9;4010;9;4010;7
5812314;5793260;64;4455;14;9;4145;47;32;5111;54;32;5111;10;4355;10;4355;8
5812315;5793260;67;4721;16;10;4470;47;35;5377;59;35;5377;11;4664;10;4664;8
5812316;5793260;72;5013;17;11;4687;52;40;6191;64;40;6191;12;5102;11;5102;9
5812317;5793260;75;5259;17;11;4687;55;43;6437;65;43;6437;12;5304;11;5304;9
5812318;5793260;123;8640;17;11;4687;76;65;9167;99;65;9167;17;8321;15;8321;12
5812319;5793260;121;8493;30;19;8545;76;63;9020;95;63;9020;17;8551;15;8551;12
5812320;5793260;133;9336;32;20;8995;88;75;9862;103;75;9862;18;9040;17;9040;13
5812321;5793260;134;9358;32;20;8995;88;75;9884;103;75;9884;19;9408;17;9408;13
5812322;5793260;146;10242;32;20;8995;97;81;10911;107;81;10911;19;9836;17;9836;13
5812323;5793260;145;10177;39;25;9580;105;84;11168;107;84;11168;19;10089;17;10089;13
5812324;5793260;147;10293;60;38;13150;110;89;10819;111;89;10819;25;14248;23;14248;18
5812325;5793260;199;13965;60;38;13150;149;120;14434;146;112;14434;25;14066;23;14066;18
5812353;5793260;236;16543;60;38;16192;143;115;30235;132;95;20705;36;18608;32;18607;24
5812354;5793260;239;16748;61;39;16490;143;118;30441;136;97;20910;36;18828;33;18826;24
5812355;5793260;247;17300;64;40;17068;143;126;31017;136;106;21882;38;18965;34;18964;25
5812356;5793260;245;17182;64;40;17065;143;124;30877;136;104;21764;37;19387;33;19385;25
5812358;5793260;276;19352;64;41;17342;165;135;37838;143;122;38378;37;20067;34;20065;25
5812359;5793260;274;19150;72;46;18968;154;130;37636;137;119;38177;40;20096;36;20094;26
5812360;5793260;269;18815;71;45;18722;143;127;37301;133;114;37841;40;19180;36;19178;26
5812361;5793260;267;18677;72;46;18863;143;123;36991;127;112;37703;40;19152;36;19150;26
5812362;5793260;268;18788;71;45;18893;138;114;36524;123;105;36447;39;19757;36;19755;27
5812363;5793260;274;19158;72;46;19171;138;114;36407;123;103;36333;40;19687;36;19685;27
5812364;5793260;277;19358;74;47;19541;133;109;36383;119;103;36383;41;19929;37;19927;27
5812365;5793260;281;19673;74;47;19636;133;111;36490;119;105;36490;41;20397;37;20396;27
5812366;5793260;289;20240;80;51;20439;133;105;37110;123;107;37110;44;21077;40;21075;29
5814173;5793260;247;17307;65;41;17118;169;134;36940;167;131;36940;36;18245;33;18233;24
5814174;5793260;257;17986;68;43;17739;175;144;37619;173;141;37619;37;18885;33;18874;25
5814175;5793260;258;18078;68;43;17739;175;145;37711;173;142;37711;32;17387;29;17376;22
5814176;5793260;215;15055;55;35;14908;194;175;39780;196;172;39780;29;15772;26;15761;20
5814201;5793260;88;6128;21;14;5811;86;75;20077;88;88;6128;13;6736;12;6736;10
5814202;5793260;88;6169;22;14;5994;86;78;20327;88;88;6169;13;7644;12;7644;10
5814203;5793260;88;6181;19;12;5506;88;88;6181;88;88;6181;11;6218;11;6218;9
5814204;5793260;80;5614;19;12;5506;80;80;5614;80;80;5614;11;6374;11;6374;9
5814205;5793260;77;5385;18;11;5133;77;77;5385;77;77;5385;11;6007;10;6007;8
5814206;5793260;77;5423;26;16;6843;77;77;5423;77;77;5423;14;8474;13;8474;10
5814207;5793260;95;6616;25;16;6637;93;82;14548;95;95;6616;13;7183;12;7183;10
5814208;5793260;97;6779;23;15;6321;96;82;14520;97;97;6779;13;7319;12;7319;10
5814209;5793260;115;8064;30;19;6090;100;73;13944;110;81;12815;15;6917;14;6917;11
5814210;5793260;114;8000;30;19;6090;97;73;13880;110;81;12752;15;7258;14;7258;11
5814211;5793260;117;8217;15;10;3987;101;76;14097;110;84;12968;10;4570;9;4570;8
5814212;5793260;59;4156;13;8;3677;47;33;4716;55;33;4716;9;4042;9;4042;7
5814213;5793260;60;4184;13;8;3677;47;34;4744;55;34;4744;9;4023;9;4023;7
5814214;5793260;60;4218;13;9;3871;47;30;4970;53;30;4970;9;3980;9;3980;7
5814215;5793260;62;4359;13;9;3973;47;29;4918;54;29;4918;10;4399;9;4399;7
5814216;5793260;72;5032;14;9;4261;47;35;5821;60;35;5821;11;4909;10;4909;8
5814217;5793260;74;5196;17;11;4687;47;35;5843;61;35;5843;12;5585;11;5198;9
5814218;5793260;77;5361;17;11;4687;47;36;5910;66;36;5910;12;5197;11;5197;9
5814219;5793260;121;8436;26;16;7513;76;62;8962;95;62;8962;17;8231;15;8231;12
5814220;5793260;118;8252;26;16;7513;76;60;8778;95;60;8778;17;8311;15;8311;12
5814221;5793260;137;9602;32;20;8995;94;79;10128;107;79;10128;17;9390;15;9390;12
5814222;5793260;137;9621;32;20;8995;94;79;10148;107;79;10148;19;9580;17;9580;13
5814223;5793260;146;10211;45;28;9777;91;78;10692;103;78;10692;19;10009;17;10009;13
5814224;5793260;145;10165;45;28;9777;91;77;10646;103;77;10646;21;10098;19;10098;15
5814225;5793260;199;13960;44;28;9795;149;120;14430;146;112;14430;22;14298;20;14298;16
5814226;5793260;196;13726;60;38;13150;143;117;14195;146;109;14195;22;14123;20;14123;16
5814227;5793260;192;13411;60;38;13150;132;105;13943;136;104;13880;25;13989;23;13989;18
5814253;5793260;239;16705;61;38;16277;143;119;30627;136;97;20867;38;18657;34;18655;26
5814254;5793260;261;18242;60;38;16192;143;116;36329;146;108;36329;36;18871;32;18869;24
5814255;5793260;260;18188;62;39;16553;143;115;36276;141;107;36276;36;19046;33;19044;24
5814256;5793260;249;17461;64;40;17077;148;119;31524;146;108;22044;38;19448;34;19446;26
5814257;5793260;256;17907;67;43;17677;153;125;31948;146;114;22490;38;19931;34;19929;26
5814258;5793260;252;17609;66;42;17411;148;120;31650;146;110;22191;38;19773;34;19771;25
5814259;5793260;255;17830;66;42;17543;153;123;31870;146;113;22412;38;20043;34;20041;25
5814260;5793260;273;19127;72;46;18968;154;132;37612;133;119;38153;40;20603;36;20601;26
5814261;5793260;270;18872;72;46;18968;143;126;37357;133;115;37898;40;19374;36;19372;27
5814262;5793260;271;18970;72;46;18915;143;120;36792;123;108;36714;40;19248;36;19246;27
5814263;5793260;272;19022;72;46;19094;143;118;36679;123;107;36602;40;19507;36;19505;27
5814264;5793260;277;19380;73;47;19479;133;110;36261;121;104;36440;40;19564;36;19562;27
5814265;5793260;276;19319;73;46;19471;133;109;36012;119;102;36012;41;19801;37;19799;27
5814266;5793260;284;19901;75;47;19779;138;114;36361;123;107;36361;41;20261;37;20259;28
5814267;5793260;298;20862;81;51;21128;138;112;37497;127;112;37448;45;21694;41;21692;30
5814268;5793260;298;20865;80;51;20953;133;110;37313;121;106;37337;45;21559;40;21557;30
