from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5804704;5853758;441;30904;158;100;37651;239;203;45402;209;177;50181;73;46599;64;44823;43
5804705;5853758;443;30991;158;100;37651;239;203;44681;202;170;41234;73;46022;64;44245;43
5804706;5853758;442;30951;159;100;37625;239;203;44642;202;170;41194;73;46311;64;44535;43
5804707;5853758;446;31225;160;101;37899;239;207;44916;202;174;41468;73;46824;65;45048;44
5806593;5853758;377;26384;121;77;29139;175;121;41801;183;130;42196;60;43448;54;43448;39
5806594;5853758;382;26743;123;78;29541;171;116;41432;183;135;42555;61;43101;55;43101;38
5806595;5853758;386;27031;124;79;29658;171;116;41398;183;139;42843;61;42983;56;42983;38
5806596;5853758;395;27668;132;83;30513;183;123;41907;183;144;41725;63;42709;55;42709;37
5806597;5853758;401;28043;134;85;30603;194;128;42282;183;149;42100;65;43619;58;43619;40
5806598;5853758;405;28354;140;89;31105;216;140;54208;186;153;42410;64;43851;57;43851;39
5806599;5853758;442;30959;146;92;36360;231;189;45756;209;174;59620;72;49972;64;49972;43
5806600;5853758;439;30732;146;92;36360;223;186;45528;206;171;59392;71;49829;64;49829;42
5806601;5853758;436;30533;145;91;35937;194;129;42236;198;163;58802;70;49224;64;49224;42
5806602;5853758;440;30815;144;91;35783;194;128;42166;198;162;58732;70;49037;64;49037;42
5806603;5853758;442;30963;144;91;35724;216;179;45017;198;164;58880;70;45823;64;44047;43
5806604;5853758;433;30330;154;97;36718;231;195;44828;198;169;49607;71;45760;63;43984;42
5806605;5853758;429;30017;154;97;36718;231;190;44515;198;164;49294;71;45623;63;43847;42
5806606;5853758;431;30204;155;98;36992;231;193;44703;198;167;49481;72;45684;63;43908;42
5806607;5853758;434;30387;155;98;36998;231;196;44885;202;169;49664;72;46046;63;44270;42
5806608;5853758;439;30707;156;99;37216;239;200;45206;206;174;49984;72;46391;63;44614;42
5806609;5853758;443;31028;158;100;37651;239;205;45526;209;179;50304;73;46571;64;44795;43
5806610;5853758;438;30636;156;99;36976;231;198;56484;190;165;40878;72;45758;63;43982;42
5806611;5853758;440;30795;156;99;36976;239;200;44486;198;167;41038;72;46164;63;44387;42
5806612;5853758;443;31042;158;100;37190;239;204;44732;202;171;41285;73;46314;64;44537;43
5806613;5853758;467;32658;163;103;38924;261;227;46348;221;194;42901;76;47612;66;45836;45
5808496;5853758;372;26019;120;76;28751;171;126;42147;168;124;41831;60;43378;55;43378;39
5808497;5853758;382;26736;122;77;29474;178;126;42128;183;135;42548;61;43826;55;43826;39
5808498;5853758;384;26858;123;78;29547;178;125;42024;183;136;42670;61;43616;55;43616;39
5808499;5853758;390;27269;125;79;29899;171;117;41507;183;138;41325;62;42841;56;42841;38
5808500;5853758;394;27560;140;88;30865;183;121;41798;183;142;41616;64;42446;57;42446;39
5808501;5853758;406;28394;143;91;31019;216;140;54248;186;154;42451;64;43928;58;43928;39
5808502;5853758;406;28406;140;89;31105;216;140;54260;186;154;42463;64;44126;58;44126;39
5808503;5853758;444;31057;138;88;31201;231;191;45854;209;176;59718;64;50100;58;50100;39
5808504;5853758;439;30745;146;92;36360;223;186;45542;206;171;59406;71;49720;64;49720;42
5808505;5853758;434;30366;145;92;36010;216;181;45162;198;166;59026;70;49399;63;49399;42
5808506;5853758;433;30280;146;92;36221;216;181;45150;198;166;59014;71;49539;63;44017;42
5808507;5853758;429;30062;153;97;36772;231;188;44368;198;163;49190;73;45597;64;43821;42
5808508;5853758;427;29877;151;96;36485;216;186;44183;198;160;49006;71;45298;63;43522;42
5808509;5853758;426;29820;152;96;36378;223;188;44319;198;161;49097;71;45373;63;43597;42
5808510;5853758;430;30122;152;96;36488;231;192;44620;198;166;49398;72;45862;63;44086;42
5808511;5853758;429;30001;156;99;37216;231;190;44499;198;164;49278;72;46264;63;44488;42
5808512;5853758;437;30609;156;99;37216;231;198;56458;190;165;40852;72;46449;63;44673;42
5808513;5853758;434;30408;154;98;36700;231;195;56257;190;162;40651;72;45248;63;43472;42
5808514;5853758;433;30323;156;99;36976;231;194;56172;190;161;40566;72;45508;63;43732;42
5808515;5853758;437;30614;158;100;37190;231;198;56463;190;165;40858;72;45772;63;43996;43
5808516;5853758;441;30852;163;103;37735;239;201;44542;198;168;41094;73;46232;64;44455;43
5808517;5853758;447;31263;163;103;37735;239;200;45028;198;167;41581;73;46417;64;44641;43
5808518;5853758;452;31648;163;103;37735;239;206;45413;202;173;41966;76;47891;66;46115;45
5810399;5853758;368;25755;119;75;28449;170;138;53183;161;128;53183;58;42982;53;42982;38
5810400;5853758;370;25933;119;75;28579;178;140;53361;168;123;41745;61;43409;55;43409;39
5810401;5853758;385;26925;122;77;29552;178;129;42317;183;137;42737;61;43962;56;43962;39
5810402;5853758;385;26978;122;77;29552;171;119;41650;183;133;41004;61;42487;56;42487;39
5810403;5853758;386;27049;132;83;31585;171;119;41663;183;134;41076;62;42815;55;42815;37
5810404;5853758;395;27665;143;91;31019;183;123;41904;183;144;41722;62;42453;56;42453;38
5810405;5853758;406;28451;143;91;31019;216;141;54305;190;155;42508;64;44081;58;44081;39
5810406;5853758;408;28556;138;88;31201;216;143;54410;190;156;42613;65;44175;58;44175;40
5810407;5853758;410;28721;138;87;32093;216;145;54575;194;159;42778;72;46269;63;44492;42
5810408;5853758;438;30680;149;94;36862;216;185;45477;206;170;59341;71;45934;63;44158;42
5810409;5853758;430;30069;147;93;36562;194;129;41419;198;163;57986;71;45559;63;43782;42
5810410;5853758;427;29879;146;92;36276;194;126;41230;198;160;57796;71;45381;63;43604;42
5810411;5853758;430;30133;148;94;36535;231;189;44440;198;164;49262;71;45545;63;43769;42
5810412;5853758;423;29584;151;96;36411;216;181;43890;190;166;57754;71;45241;62;43464;42
5810413;5853758;420;29427;150;95;35982;216;182;43925;186;156;48704;71;45028;62;43252;42
5810414;5853758;423;29598;151;96;36300;216;184;44096;190;158;48875;71;45290;63;43514;42
5810415;5853758;429;30006;151;96;36300;231;190;44504;198;164;49282;71;45607;63;43830;42
5810416;5853758;429;30053;156;99;37216;231;190;42998;190;157;40296;71;45036;62;43259;42
5810417;5853758;429;30021;154;98;36700;231;189;42966;190;156;40264;71;45115;62;43339;42
5810418;5853758;433;30279;154;98;36700;231;193;56128;190;160;40522;72;45545;63;43769;42
5810419;5853758;440;30813;156;99;37150;239;201;44504;198;168;41056;72;45896;64;44120;43
5810420;5853758;443;31035;163;103;37735;239;202;45130;202;169;41683;73;46299;64;44523;43
5810421;5853758;446;31250;163;103;37735;239;200;45016;198;167;41568;73;46406;64;44630;43
5810422;5853758;450;31492;163;103;37735;239;204;45258;202;171;41810;73;47726;65;45950;44
5810423;5853758;497;34780;174;110;39836;261;224;48058;221;192;44611;73;46545;65;46545;44
5810457;5853758;588;41166;182;115;44210;193;158;58227;171;139;58058;80;52104;70;52108;45
5810458;5853758;586;41030;185;117;45013;185;154;57971;171;138;57921;80;52658;70;52662;45
5810462;5853758;607;42518;192;122;46185;178;141;57777;166;142;57985;83;54084;73;54088;47
5810463;5853758;607;42525;192;121;46109;170;137;57553;160;138;57749;83;54156;73;54160;47
5810464;5853758;611;42791;195;123;46589;178;140;57694;160;136;57630;84;54566;74;54569;47
5812300;5853758;362;25321;117;74;28051;170;135;52749;153;121;52749;58;42590;53;42590;38
5812301;5853758;365;25552;118;75;28254;170;135;52980;161;125;52980;58;43067;53;43067;38
5812302;5853758;369;25859;118;75;28395;178;139;53286;168;129;53286;58;43494;53;43494;38
5812303;5853758;386;26990;122;77;29552;178;127;42222;183;134;41016;62;44027;55;44027;37
5812304;5853758;382;26736;132;83;31585;178;124;41975;183;130;40763;62;42258;55;42258;37
5812305;5853758;383;26786;132;83;31585;178;125;42033;183;131;40814;62;41826;55;41826;36
5812306;5853758;384;26899;131;83;31364;178;128;40800;183;132;40926;63;42684;56;42684;38
5812307;5853758;386;27038;131;83;31261;185;151;52680;183;134;41065;63;42562;56;42562;38
5812308;5853758;391;27338;136;86;31738;201;161;43034;183;152;42278;66;43778;59;43778;40
5812309;5853758;391;27350;138;87;32093;201;155;53779;183;152;42290;72;46202;63;44426;42
5812310;5853758;394;27547;150;95;36947;208;158;53976;186;155;42487;72;46009;63;44232;42
5812311;5853758;429;30015;149;95;36923;194;128;41366;198;162;57932;71;45562;63;43786;42
5812312;5853758;425;29716;146;93;36388;194;124;41122;194;158;57688;71;45311;62;43534;41
5812313;5853758;422;29544;147;93;36190;194;127;41336;190;161;57903;70;45021;62;43245;41
5812314;5853758;421;29472;148;94;36163;194;128;40894;186;154;48601;71;45038;62;43261;42
5812315;5853758;417;29168;150;95;35827;205;130;40568;183;154;48559;70;44735;61;42958;41
5812316;5853758;420;29370;151;96;36043;216;183;43472;183;158;48851;70;45105;62;43329;41
5812317;5853758;423;29615;151;96;36043;223;186;43718;190;161;49097;70;45512;62;43736;41
5812318;5853758;427;29917;151;96;36043;231;188;42862;190;155;40160;71;44894;62;43118;41
5812319;5853758;425;29770;154;98;36700;223;186;42716;186;153;40013;71;45124;62;43348;41
5812320;5853758;437;30613;156;99;37150;231;198;56461;190;165;40856;72;45613;63;43837;42
5812321;5853758;438;30635;156;99;37150;231;198;56483;190;165;40878;73;45982;64;44205;43
5812322;5853758;446;31206;156;99;37150;231;193;44485;190;160;41038;73;46409;64;44633;43
5812323;5853758;449;31454;163;103;37735;231;196;44742;190;163;41294;73;45755;64;43979;43
5812324;5853758;451;31570;178;113;39590;239;205;45335;202;172;41888;73;46734;65;46734;44
5812325;5853758;496;34741;178;113;39590;261;224;48019;221;192;44572;73;46552;65;46552;44
5812353;5853758;558;39065;177;112;42789;185;145;56514;160;128;55444;77;50627;68;50631;43
5812354;5853758;561;39271;178;112;43086;185;148;56720;164;131;55650;77;50846;68;50850;43
5812355;5853758;569;39822;180;114;43665;193;156;57296;167;139;56226;78;50984;69;50988;44
5812356;5853758;567;39704;180;114;43661;185;154;57156;167;137;56086;78;51406;69;51410;44
5812358;5853758;601;42103;181;114;43939;201;162;58517;197;176;55345;78;52086;69;52089;44
5812359;5853758;599;41901;188;119;45564;201;159;58315;188;150;58792;80;52115;71;52118;45
5812360;5853758;594;41566;187;118;45319;185;154;57980;182;145;58457;80;53064;71;53068;45
5812361;5853758;592;41427;188;119;45459;185;150;57670;173;143;58319;81;53036;71;53040;45
5812362;5853758;593;41539;187;118;45490;185;143;57203;167;136;57062;80;53641;71;53645;45
5812363;5853758;599;41908;188;119;45767;178;141;57086;167;134;56949;81;53571;72;53575;46
5812364;5853758;602;42108;191;121;45817;170;136;57062;160;137;57149;82;53814;72;53818;46
5812365;5853758;606;42424;191;121;45822;170;138;57169;160;140;57113;82;54282;72;54286;46
5812366;5853758;615;43050;196;124;46835;185;152;57789;160;138;57726;85;54961;75;54965;48
5814173;5853758;249;17446;103;65;23352;185;142;40359;149;122;40359;44;23007;41;23007;35
5814174;5853758;259;18124;106;67;23972;185;152;41038;160;132;41038;44;23647;42;23647;35
5814175;5853758;260;18216;106;67;23972;185;153;41129;160;133;41129;48;24052;45;24052;38
5814176;5853758;288;20175;108;68;25880;216;185;42569;198;160;41360;46;26059;43;27646;36
5814201;5853758;359;25135;116;74;27909;163;129;52562;153;119;52562;58;42609;53;42609;38
5814202;5853758;363;25385;117;74;28092;170;136;52812;153;122;52812;58;42270;53;42270;38
5814203;5853758;370;25876;127;80;30900;178;139;53304;168;129;53304;62;43203;55;43203;37
5814204;5853758;383;26780;127;80;30900;178;127;40681;183;131;40807;62;42291;55;42291;37
5814205;5853758;379;26511;126;80;30526;175;123;40412;183;127;40538;62;41924;55;41924;37
5814206;5853758;379;26508;132;83;31467;175;123;40409;183;127;40536;62;41679;54;41679;36
5814207;5853758;381;26656;131;83;31261;178;125;40556;183;129;40683;62;42317;56;42317;38
5814208;5853758;383;26818;129;82;30944;178;127;40719;183;131;40845;63;42453;56;42453;38
5814209;5853758;388;27190;136;86;31738;201;159;42887;183;149;42130;65;43605;58;43605;39
5814210;5853758;388;27127;136;86;31738;193;158;42823;183;149;42067;65;43598;58;43598;39
5814211;5853758;391;27343;150;95;36947;201;161;43040;183;152;42284;72;46252;63;44475;42
5814212;5853758;430;30096;147;93;36637;205;129;41446;198;163;58013;71;45723;63;43947;42
5814213;5853758;425;29750;147;93;36637;205;129;41474;194;163;58041;71;45643;63;43867;42
5814214;5853758;420;29398;148;93;35958;194;126;40753;183;160;57319;70;44892;62;43116;41
5814215;5853758;418;29260;148;94;35857;194;124;40615;183;153;48182;70;44931;61;43155;41
5814216;5853758;414;29000;149;94;36145;194;127;40400;177;147;39608;71;44609;62;42832;42
5814217;5853758;415;29021;151;96;36043;194;128;40421;177;147;39629;70;44564;62;42788;41
5814218;5853758;416;29088;151;96;36043;194;128;40488;183;148;39696;70;45200;62;43424;41
5814219;5853758;424;29713;150;95;35668;216;185;43403;183;152;39956;71;44804;62;43028;41
5814220;5853758;422;29529;150;95;35668;216;182;43219;183;149;39772;71;44884;62;43108;41
5814221;5853758;441;30878;156;99;37150;239;202;44569;198;169;41122;71;45963;62;44187;41
5814222;5853758;441;30898;156;99;37150;239;202;44588;202;169;41141;73;46153;64;44376;43
5814223;5853758;443;30987;167;106;36947;231;190;56425;190;157;40819;73;45676;64;43899;43
5814224;5853758;442;30941;167;106;36947;231;189;56379;190;156;40773;72;45765;64;43988;44
5814225;5853758;496;34736;167;105;36964;261;223;48015;221;191;44567;73;46784;65;46784;44
5814226;5853758;493;34502;178;113;39590;254;216;76651;221;195;47702;73;46609;65;46609;44
5814227;5853758;488;34188;178;113;39590;246;212;76337;213;184;44018;73;46475;65;46475;44
5814253;5853758;556;38951;177;112;42607;185;149;56906;167;133;55811;77;50675;67;50679;43
5814254;5853758;567;39692;177;112;42789;185;143;57008;190;155;57968;77;50889;68;50893;43
5814255;5853758;566;39639;178;113;43150;185;142;56955;186;154;57915;77;51064;68;51068;43
5814256;5853758;571;39984;180;114;43673;193;159;57457;173;142;56387;79;51467;70;51471;44
5814257;5853758;578;40430;184;116;44274;208;165;57882;182;148;56811;79;51950;70;51954;44
5814258;5853758;573;40131;182;115;44007;201;160;57583;173;143;56513;79;51792;69;51795;44
5814259;5853758;576;40352;183;116;44140;201;164;57804;182;147;56734;79;52061;69;52065;44
5814260;5853758;598;41878;188;119;45564;193;159;58292;182;150;58769;80;54487;71;54491;45
5814261;5853758;595;41622;188;119;45564;193;155;58036;182;146;58514;81;53259;72;53262;46
5814262;5853758;596;41720;188;119;45512;185;147;57471;167;139;57330;80;53132;71;53136;45
5814263;5853758;597;41772;189;119;45482;185;145;57358;167;138;57218;81;53392;71;53395;46
5814264;5853758;602;42131;190;120;45671;178;139;56941;164;136;57056;81;53448;72;53452;46
5814265;5853758;601;42070;190;120;45519;170;136;56691;160;133;56628;81;53685;72;53689;46
