from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5863115;5853758;144;10078;50;31;9219;119;100;10902;125;100;10902;24;10744;23;10744;19
5863116;5853758;143;10031;50;31;9219;119;99;10856;123;99;10856;24;11044;23;11044;19
5863117;5853758;143;9988;49;31;9369;119;99;10812;123;99;10812;24;10888;23;10888;19
5863118;5853758;216;15124;71;45;15208;193;158;38182;160;130;36814;39;17446;37;17377;32
5863119;5853758;216;15093;71;45;15208;155;118;26104;160;133;26104;39;17478;36;17409;31
5863120;5853758;216;15087;73;46;15829;155;120;26224;160;135;26224;39;17673;36;17604;31
5863121;5853758;220;15368;78;49;15822;136;108;28025;167;135;33889;41;17672;39;17603;33
5863122;5853758;223;15591;78;49;15822;133;103;27698;164;131;33562;41;17947;39;17878;33
5863123;5853758;225;15783;81;51;16340;129;102;27598;154;129;33462;42;18205;40;18136;34
5863124;5853758;226;15842;81;51;16372;129;100;27502;154;128;33366;42;18601;40;18531;34
5863125;5853758;231;16174;81;51;16372;129;105;27834;164;133;33698;42;18995;40;18926;34
5863126;5853758;236;16496;76;48;16054;129;105;27872;160;133;33736;41;19282;39;19213;33
5863127;5853758;236;16524;75;47;16027;126;102;27625;160;130;33489;42;19655;40;19586;33
5863128;5853758;232;16267;76;48;16361;119;85;26420;140;112;32284;42;18227;39;18158;33
5863129;5853758;235;16426;76;48;16361;119;87;26600;140;115;32464;42;18658;39;18589;33
5863130;5853758;256;17904;78;49;16777;126;103;28064;149;118;32401;42;19961;39;19892;33
5863131;5853758;244;17106;78;49;17051;119;92;27267;130;107;31604;44;19544;41;19474;33
5863132;5853758;240;16810;78;49;17051;115;87;26971;130;102;31308;44;18781;41;18712;33
5863133;5853758;241;16886;77;49;16924;119;88;27047;130;103;31384;43;19104;40;19034;33
5863134;5853758;247;17283;78;49;17136;119;94;27444;130;109;31781;43;19470;40;19400;33
5863135;5853758;266;18613;78;49;17136;126;100;30454;134;103;31534;43;19178;40;19109;33
5863136;5853758;262;18366;92;58;20217;119;97;30207;132;100;31287;43;25322;40;25270;34
5863137;5853758;261;18240;92;58;20217;115;95;30081;132;98;31161;43;25205;40;25154;34
5863138;5853758;256;17900;89;57;19904;115;90;29741;119;93;30821;43;25112;40;25061;33
5863139;5853758;264;18494;91;58;19337;109;91;30150;119;95;29924;46;21615;42;21546;34
5863140;5853758;257;18003;89;57;19323;99;84;29660;119;95;29459;45;21237;41;21168;33
5863141;5853758;263;18414;90;57;19246;102;83;28572;119;86;29652;44;21310;40;21240;33
5863142;5853758;262;18325;91;58;19612;105;87;29064;119;90;30144;43;21372;40;25323;32
5863143;5853758;268;18776;92;58;19712;115;93;29515;119;95;30236;44;21882;40;25832;32
5863144;5853758;272;19058;92;58;19831;115;96;29427;132;100;30876;44;22161;41;26112;32
5863145;5853758;278;19476;94;60;20468;119;98;29692;134;106;31294;45;22611;42;26562;32
5863146;5853758;290;20327;98;62;21193;138;105;30544;143;117;31776;47;23696;43;27349;33
5863147;5853758;288;20172;98;62;21009;134;102;30389;140;116;31990;47;23322;43;27273;32
5863148;5853758;290;20290;98;62;21009;138;104;30508;143;116;31740;48;24327;44;28278;35
5863149;5853758;334;23362;97;62;20865;201;162;34918;183;147;33112;54;35278;49;35267;35
5863150;5853758;331;23189;127;81;25950;201;160;34744;183;146;32707;54;35229;49;35219;35
5863151;5853758;324;22660;127;81;25950;185;152;34215;183;137;30058;53;34699;48;34689;34
5863152;5853758;324;22671;119;75;24961;185;154;33885;183;133;32079;53;34270;48;34259;34
5863153;5853758;327;22862;120;76;25138;182;129;29474;171;148;30631;52;34187;47;34177;33
5863154;5853758;330;23124;120;76;25138;185;152;33725;171;149;30724;53;34208;48;34197;34
5863155;5853758;329;23027;120;76;25138;193;157;38395;166;135;32224;53;36206;48;36196;34
5863156;5853758;333;23312;122;77;26139;185;148;37802;160;126;31632;54;37379;49;37379;35
5863157;5853758;336;23510;122;77;26139;171;128;31393;160;123;31393;60;37307;53;37307;36
5863158;5853758;341;23867;122;77;26139;178;139;37164;154;122;34337;60;37219;53;37219;36
5863159;5853758;345;24178;129;82;27774;178;139;37161;154;122;34334;59;37171;52;37171;36
5863160;5853758;362;25308;129;82;27774;170;133;36773;149;120;43406;59;36634;52;36634;35
5863161;5853758;364;25448;127;80;27298;170;135;36914;149;122;43546;59;36876;52;36876;35
5863162;5853758;383;26799;128;81;29541;149;111;34063;144;122;43546;59;35898;52;35898;35
5863163;5853758;381;26669;128;81;29541;138;106;33777;142;117;43260;54;35030;48;35030;32
5863164;5853758;385;26943;127;80;29258;138;105;33686;136;116;43169;55;34912;48;34912;33
5863165;5853758;381;26680;124;78;28582;134;100;33333;136;111;42816;55;36354;49;35594;33
5863166;5853758;386;27010;-1;-1;-1;134;102;33435;136;116;43189;56;36135;49;36135;33
5863167;5853758;389;27200;-1;-1;-1;138;105;33643;142;119;43398;56;36493;50;36493;34
5863168;5853758;394;27595;123;78;28332;138;106;32774;149;124;42225;57;35623;50;35623;34
5863169;5853758;394;27559;123;78;28562;134;103;32553;145;124;42189;56;35508;49;35508;33
5863170;5853758;395;27673;123;78;28566;141;117;34725;154;126;42413;56;35885;50;35885;34
5863171;5853758;398;27862;123;78;28566;149;119;34914;160;136;47406;57;36367;50;36367;34
5863172;5853758;415;29082;128;81;29559;164;110;33603;160;131;37050;57;35669;50;35669;33
5863173;5853758;413;28916;128;81;29559;156;108;33438;160;129;36885;57;35739;50;35739;33
5863174;5853758;415;29029;129;82;29804;156;112;37013;160;130;36990;57;36006;51;36006;33
5863175;5853758;482;33735;130;82;30067;216;183;53006;190;169;43455;58;36378;52;36378;34
5863176;5853758;426;29817;130;83;30203;156;115;36689;160;137;52367;59;36895;52;36688;34
5863177;5853758;475;33225;130;83;30203;201;163;42496;183;153;42951;60;37327;53;37327;35
5863178;5853758;470;32911;130;83;30398;193;158;42181;183;152;42782;60;37213;53;37213;35
5863179;5853758;466;32641;131;83;30589;185;154;41911;183;154;42361;65;40782;58;40782;39
5863180;5853758;439;30725;133;84;30862;156;113;36300;160;134;39747;61;40538;55;40538;36
5863181;5853758;444;31105;133;84;30862;164;118;36680;166;139;40127;62;40142;55;40142;37
5863182;5853758;454;31786;134;85;31085;175;120;38059;166;141;41506;63;38423;56;40170;38
5863183;5853758;456;31949;135;85;31399;175;123;38222;166;144;41670;63;40143;56;40143;38
5863184;5853758;458;32059;149;95;34452;178;124;38332;171;145;41780;65;40461;58;40461;39
5863185;5853758;467;32718;149;95;34452;185;147;44194;166;144;52150;65;-1;58;-1;39
5863186;5853758;472;33048;149;95;34452;185;146;44165;166;143;52121;66;41495;58;41495;38
5863187;5853758;482;33772;149;95;34452;156;119;40445;158;133;43147;66;41440;58;41440;38
5863188;5853758;483;33834;148;93;34177;156;118;41624;151;126;49657;65;41387;57;41387;38
5863189;5853758;478;33464;148;93;34177;149;119;39310;144;121;49284;65;41000;57;41000;37
5863190;5853758;476;33336;147;93;34022;141;117;39183;142;123;50680;65;40943;57;40943;37
5863191;5853758;482;33737;147;93;34106;149;111;41135;144;122;50618;63;41177;56;41177;37
5863192;5853758;488;34141;150;95;34740;149;110;41073;144;124;43775;66;41530;58;41530;38
5863193;5853758;490;34330;151;96;35027;149;112;41197;144;123;50680;66;41830;58;41830;38
5863194;5853758;497;34759;151;96;35027;156;118;41627;157;132;44330;66;41875;58;41875;38
5863195;5853758;511;35797;152;96;35029;185;152;45361;171;148;49860;69;43656;60;43660;39
5863196;5853758;510;35721;-1;-1;-1;185;148;49779;160;132;48709;69;43485;60;43489;39
5863197;5853758;508;35530;156;99;36195;163;129;47789;149;118;47726;68;43449;60;43452;39
5863198;5853758;509;35641;157;99;36454;152;123;44607;149;120;47871;68;42738;59;42742;38
5863199;5853758;511;35762;158;100;36571;163;128;47721;149;122;47991;71;44194;62;43889;39
5863200;5853758;514;35952;160;101;36955;167;129;44601;154;125;48252;71;44235;62;43930;39
5863201;5853758;520;36435;161;102;37230;170;137;44877;160;136;46455;72;44583;63;44278;40
5863202;5853758;526;36815;164;103;37726;170;137;44873;160;133;46265;73;45672;64;45348;41
5863203;5853758;528;36976;164;104;37892;167;129;50364;154;126;50500;75;45790;65;45731;41
5863204;5853758;532;37209;166;105;38295;163;128;45979;147;123;50066;76;45929;65;45744;41
5863205;5853758;535;37436;167;106;38368;160;123;49727;145;120;49862;77;45941;66;45635;42
5863206;5853758;540;37791;169;107;38665;160;123;48838;145;120;48974;76;46367;66;46061;42
5863207;5853758;543;38001;170;107;38956;156;124;48516;145;121;48652;79;46525;68;46533;43
5863208;5853758;547;38301;171;108;39239;152;122;48393;144;123;48330;79;46751;68;46955;43
5863209;5853758;551;38602;173;109;39578;152;121;48302;144;122;48239;79;47155;68;47359;43
5863210;5853758;554;38808;175;110;39949;152;120;48254;144;121;48190;79;47709;68;47717;43
5863211;5853758;561;39295;176;111;40220;163;127;48741;145;124;48877;82;49139;71;49143;45
5863212;5853758;563;39426;177;112;40441;167;129;48872;153;126;49008;81;54411;71;55005;45
5863213;5853758;568;39731;178;113;41001;163;128;50154;154;125;49566;81;54176;71;54770;45
5863214;5853758;571;39989;178;113;41001;156;126;49994;147;123;49406;81;53974;70;54568;44
5863215;5853758;576;40343;179;113;41050;170;139;52728;160;139;50962;80;53584;70;54177;45
5863216;5853758;600;41999;183;116;41561;185;148;54351;184;151;51787;80;53300;70;53894;45
5863217;5853758;598;41846;184;117;42013;185;146;54199;175;148;51635;79;52810;69;53403;44
5863218;5853758;592;41405;185;117;42214;178;139;53757;166;142;51194;78;52579;69;53173;44
5863219;5853758;590;41325;188;119;42550;170;135;53441;162;132;54426;78;52269;69;52863;44
5863220;5853758;598;41888;188;119;42550;185;152;53943;173;142;53965;78;52737;69;53331;44
5863221;5853758;603;42222;192;122;43866;185;153;54039;173;143;54061;77;52296;68;52890;43
5863222;5853758;613;42918;192;122;44318;185;150;51229;167;137;50515;79;52803;69;54000;44
5863223;5853758;615;43018;194;122;44389;185;152;51334;167;139;50620;79;53461;70;54659;44
5863224;5853758;618;43255;199;126;45069;193;155;51571;173;142;50857;81;53737;71;54934;45
5863225;5853758;625;43740;199;126;45114;201;162;52057;178;149;51343;82;53538;72;54735;45
5863226;5853758;624;43676;193;122;44862;216;186;53984;190;156;54856;82;53758;72;54956;45
5863227;5853758;629;44009;195;123;45091;216;181;62618;190;161;55189;83;54245;73;55442;45
5863228;5853758;633;44292;196;124;45183;216;185;62901;190;165;55472;83;54437;73;55635;46
5863229;5853758;637;44618;196;124;45183;216;173;56897;193;170;55798;83;57080;73;58277;46
5863230;5853758;-1;-1;206;130;46574;216;182;53958;197;176;52454;88;57143;77;58340;50
5863231;5853758;649;45451;206;130;46574;216;180;53850;197;175;52346;88;57369;77;58567;50
5863232;5853758;-1;-1;206;130;46574;216;184;54085;200;178;52581;89;57473;78;58670;50
5863233;5853758;-1;-1;206;130;46574;216;184;58401;197;180;59361;89;56901;78;57928;51
5863234;5853758;-1;-1;206;130;46574;216;183;58301;197;179;59261;89;56950;78;57977;51
5863235;5853758;-1;-1;206;130;46574;223;188;58641;200;184;59601;89;57058;78;58085;51
5863236;5853758;-1;-1;235;149;55469;231;192;58918;212;188;59878;89;57530;78;58557;51
5864955;5853758;72;5048;47;30;7979;72;72;5048;72;72;5048;43;20773;39;20331;30
5864956;5853758;75;5227;52;33;8459;75;75;5227;75;75;5227;42;20474;38;20033;29
5864957;5853758;87;6124;52;33;8459;88;76;18751;87;87;6124;42;20098;38;19656;29
5864958;5853758;130;9131;52;33;8459;102;83;18704;119;91;21295;42;20032;38;19590;29
5864959;5853758;128;8978;57;36;8732;99;81;18550;119;89;21142;42;20304;39;19863;30
5864960;5853758;130;9074;57;36;8801;99;82;18646;119;90;21238;43;20418;39;19976;30
5864961;5853758;44;3101;18;12;2793;44;44;3101;44;44;3101;11;3729;11;3729;9
5864962;5853758;41;2879;13;8;2483;41;41;2879;41;36;3166;11;2798;11;2798;9
5864963;5853758;38;2637;13;8;2483;37;32;2924;37;32;2924;9;3116;9;3116;8
5864964;5853758;34;2379;11;7;2195;34;28;3014;34;34;2379;9;2981;8;2981;7
5864965;5853758;62;4329;11;7;2165;56;43;4655;60;44;4655;9;3286;9;3286;7
5864966;5853758;63;4409;19;12;3524;58;44;4735;61;45;4735;11;4525;11;4525;9
5864967;5853758;61;4303;22;14;3882;56;43;4629;60;44;4629;11;4692;11;4692;9
5864968;5853758;67;4680;22;14;3882;62;48;4994;64;49;4994;11;5895;11;5895;9
5864969;5853758;71;4991;22;14;3882;66;52;5305;69;53;5305;13;6151;12;6151;10
5864970;5853758;77;5402;27;17;4978;74;58;5728;75;59;5728;13;6292;12;6292;10
5864971;5853758;85;5938;27;17;4978;81;64;7107;79;65;7107;13;6387;12;6387;10
5864972;5853758;87;6073;27;17;4978;79;58;6713;80;59;6713;13;7529;12;7529;10
5864973;5853758;90;6282;27;17;4978;80;61;6898;81;62;6898;16;7624;15;7624;13
5864974;5853758;93;6535;94;60;19461;85;64;7145;82;65;7145;44;22523;41;22348;35
5864975;5853758;-1;-1;90;57;19231;-1;-1;-1;-1;-1;-1;43;22331;41;22156;35
5864976;5853758;140;9821;46;29;8881;116;96;10645;118;96;10645;23;21860;22;21685;18
5864977;5853758;137;9590;46;29;8881;109;93;10414;114;93;10414;23;21755;22;21580;18
5864978;5853758;142;9957;50;31;9219;119;98;10781;123;98;10781;24;10239;23;10239;19
5864979;5853758;151;10580;50;31;9219;126;107;11404;127;107;11404;24;10399;23;10399;19
5864980;5853758;142;9944;50;31;9219;119;98;10768;123;98;10768;24;10546;23;10546;19
5864981;5853758;138;9681;49;31;9369;109;94;10505;114;94;10505;24;10802;23;10802;19
5864982;5853758;140;9795;49;31;9369;116;96;10619;118;96;10619;24;10829;23;10829;19
5864983;5853758;215;15066;71;45;15208;155;118;26062;164;133;26062;39;10777;37;10777;32
5864984;5853758;212;14830;71;45;15208;155;114;25826;160;129;25826;39;17261;37;17192;32
5864985;5853758;213;14928;71;45;15208;155;114;28504;160;131;25924;39;17175;37;17105;32
5864986;5853758;214;15007;78;49;15822;140;110;28159;164;137;34023;41;17620;39;17550;33
5864987;5853758;219;15302;81;51;16340;147;111;28246;167;138;34110;42;18110;40;18041;34
5864988;5853758;224;15659;81;51;16340;126;98;27319;149;125;33183;42;18273;40;18204;34
5864989;5853758;221;15451;81;51;16372;126;95;27111;149;122;32975;42;18674;40;18605;34
5864990;5853758;223;15636;81;51;16372;126;89;26720;143;117;32585;43;18989;40;18919;35
5864991;5853758;225;15784;76;48;16054;126;86;26509;140;114;32373;44;19288;41;19219;34
5864992;5853758;229;16044;75;48;15944;122;84;26364;140;112;32229;44;17976;41;17907;34
5864993;5853758;229;15996;75;47;16027;119;81;26149;132;109;32013;42;18198;40;18129;33
5864994;5853758;233;16314;75;47;16027;119;85;26468;140;113;32332;42;18784;40;18715;33
5864995;5853758;238;16648;77;49;16649;115;85;26809;130;100;31146;44;17769;41;17699;33
5864996;5853758;236;16496;77;49;16649;115;83;26656;130;98;30993;44;18668;41;18599;33
5864997;5853758;236;16528;76;48;16545;115;83;26688;130;98;31025;44;18701;40;18631;33
5864998;5853758;241;16872;77;49;16655;115;88;27032;130;103;31369;43;18840;40;18771;33
5864999;5853758;242;16973;78;50;16821;119;90;27133;130;104;31400;47;19119;44;19050;33
5865000;5853758;274;19158;78;50;16841;141;108;30999;143;111;32078;48;19136;44;19067;33
5865001;5853758;270;18908;96;61;20803;138;105;30749;137;108;31829;45;25838;42;25786;35
5865002;5853758;268;18795;92;58;20301;134;103;30636;136;106;31716;45;25330;42;25279;35
5865003;5853758;264;18512;94;59;20502;119;99;30353;134;102;31433;44;25734;41;25683;35
5865004;5853758;264;18515;90;57;19047;102;90;29616;119;91;29616;46;21572;42;21502;34
5865005;5853758;261;18267;90;57;19314;102;88;29924;119;91;29611;45;21401;42;21332;34
5865006;5853758;263;18432;90;57;19010;99;81;28430;119;90;28880;44;20951;41;20882;33
5865007;5853758;268;18772;91;57;19173;102;89;29541;119;90;29541;44;21185;41;21116;33
5865008;5853758;266;18653;91;58;19547;109;95;29953;119;92;30075;43;21520;40;21450;32
5865009;5853758;270;18888;92;58;19758;115;93;29258;125;96;30337;44;21931;40;25882;32
5865010;5853758;275;19259;94;59;20219;115;95;29475;132;103;31078;44;22334;41;26285;32
5865011;5853758;285;19974;98;62;20988;134;99;30192;140;113;31793;47;23079;43;27029;32
5865012;5853758;286;19991;97;61;20846;134;100;30208;140;114;31809;47;23168;43;27119;32
5865013;5853758;288;20190;97;61;20846;134;103;30407;141;116;32008;47;23465;43;27415;32
5865014;5853758;292;20437;97;62;20965;138;106;30654;149;120;32255;46;23574;42;27525;31
5865015;5853758;334;23397;111;70;24022;201;163;34952;183;148;33146;51;35320;46;35309;33
5865016;5853758;327;22856;111;70;24022;185;149;34008;183;134;32202;51;33228;46;33228;33
5865017;5853758;326;22846;119;75;24961;185;153;33765;177;150;30764;53;34389;48;34379;34
5865018;5853758;330;23123;119;75;24961;171;126;29229;166;147;36302;52;33840;47;33829;33
5865019;5853758;334;23375;120;76;25138;171;127;29296;171;148;36370;52;34122;47;34112;33
5865020;5853758;338;23625;120;76;25138;185;152;33704;171;149;30704;53;36332;48;36321;34
5865021;5853758;340;23780;120;76;25766;178;124;31121;160;119;31121;53;37586;49;37586;34
5865022;5853758;337;23582;121;76;25919;178;125;31184;160;132;44203;53;37372;49;37372;34
5865023;5853758;341;23885;125;79;27026;170;137;37003;149;124;43635;59;36961;52;36961;35
5865024;5853758;344;24063;129;82;27774;170;135;36845;149;122;43477;59;36722;52;36722;35
5865025;5853758;358;25047;129;82;27774;156;127;35653;149;117;43145;58;36397;51;36397;35
5865026;5853758;360;25227;127;80;27298;167;129;35833;149;119;43325;59;36762;52;36762;35
5865027;5853758;360;25176;126;80;27650;156;124;33377;143;115;42785;57;35994;50;35994;34
5865028;5853758;385;26934;126;80;27687;149;120;33992;142;121;43474;55;35097;48;35097;33
5865029;5853758;379;26529;123;78;28270;134;102;33088;142;118;43276;55;34535;49;34535;33
5865030;5853758;378;26462;123;78;28270;134;99;32854;142;117;43210;55;35438;48;35438;33
5865031;5853758;385;26940;-1;-1;-1;134;100;32964;142;118;43290;55;36561;49;36561;33
5865032;5853758;387;27095;122;77;28158;134;102;33119;144;120;43446;55;35095;49;35095;33
5865033;5853758;388;27144;123;78;28332;134;102;32340;145;118;41774;55;35445;49;35445;33
5865034;5853758;391;27376;123;78;28500;138;104;32469;145;121;42006;56;35379;49;35379;33
5865035;5853758;395;27636;123;78;28566;141;116;34688;154;125;42376;57;35992;50;35824;34
5865036;5853758;407;28516;127;80;29205;153;105;33239;160;126;36686;57;35864;50;35864;34
5865037;5853758;409;28638;127;80;29205;149;104;33159;160;125;36606;57;35545;50;35545;33
5865038;5853758;409;28644;127;81;29374;149;104;33157;160;125;36604;57;35679;50;35679;33
5865039;5853758;414;28954;129;82;29793;156;107;33402;160;128;36850;57;35981;51;35981;33
5865040;5853758;426;29850;129;82;29907;156;115;36732;160;137;52410;58;36243;52;36243;34
5865041;5853758;423;29632;130;82;30168;149;119;34600;160;133;39694;58;36645;52;36438;34
5865042;5853758;427;29862;130;82;30168;149;117;34473;154;127;44264;59;36987;53;36780;34
5865043;5853758;433;30308;130;83;30398;149;107;35883;160;128;39330;59;37996;52;37996;34
5865044;5853758;435;30435;131;83;30589;149;109;36010;160;130;39457;65;37929;58;37929;39
5865045;5853758;457;32016;133;84;30862;178;127;38497;171;148;41944;64;37262;57;37262;38
5865046;5853758;450;31517;134;85;31085;164;119;37998;160;140;41445;64;40064;57;40064;38
5865047;5853758;449;31399;134;85;31095;156;115;37716;160;136;41164;63;39781;56;39781;37
5865048;5853758;453;31720;135;85;31399;164;119;37994;160;140;41441;64;40097;57;40097;38
5865049;5853758;457;32020;138;87;32098;175;124;38293;166;145;41740;64;40499;58;40499;39
5865050;5853758;463;32409;149;95;34452;182;129;38682;171;148;52433;65;39194;58;39194;39
5865051;5853758;485;33927;149;95;34452;156;116;40265;151;127;49748;66;41340;58;41340;38
5865052;5853758;484;33908;149;95;34452;156;116;40246;151;127;49729;65;41079;57;41079;38
5865053;5853758;476;33338;146;92;33672;141;118;39675;142;119;49158;64;40694;56;40694;37
5865054;5853758;477;33422;147;93;33953;149;119;39760;142;120;49243;64;40772;56;40772;37
5865055;5853758;472;33033;147;93;33905;134;104;39371;136;115;48854;65;40638;57;40638;37
5865056;5853758;479;33498;147;93;34028;149;110;39835;144;121;49318;67;40341;59;40341;39
5865057;5853758;490;34302;149;94;34285;156;115;41418;151;126;50901;66;41804;58;41804;38
5865058;5853758;486;34000;151;95;34822;149;113;41304;144;124;50787;65;41356;57;41356;37
5865059;5853758;489;34209;152;96;35029;149;119;41666;157;133;44369;66;41721;58;41721;38
5865060;5853758;492;34463;152;96;35029;160;122;41921;157;132;44008;67;42929;58;42932;38
5865061;5853758;505;35362;-1;-1;-1;185;146;44926;171;143;42819;68;43222;60;43226;38
5865062;5853758;502;35123;-1;-1;-1;163;128;47734;149;117;47671;68;43054;59;43058;38
5865063;5853758;505;35379;157;99;36197;149;120;43948;143;115;47554;73;43572;64;43266;41
5865064;5853758;508;35578;159;101;36719;156;128;44520;149;120;47878;71;44094;62;43789;39
5865065;5853758;512;35817;158;100;36564;163;126;44400;149;123;48071;70;44023;61;43717;39
5865066;5853758;515;36067;163;103;37606;167;129;42674;154;127;48351;72;44194;63;44473;40
5865067;5853758;521;36468;163;103;37604;178;142;45163;160;137;47058;73;45122;64;44816;41
5865068;5853758;526;36847;165;105;38059;163;125;49024;160;130;46555;75;45701;64;45395;41
5865069;5853758;530;37106;166;105;38038;163;129;46007;147;123;50095;74;45628;64;45322;41
5865070;5853758;533;37317;167;105;38365;160;124;48884;145;123;50083;75;45888;65;45582;41
5865071;5853758;536;37553;167;106;38589;152;120;48642;145;117;48778;76;46070;66;46078;42
5865072;5853758;541;37859;169;107;38800;152;121;48567;144;124;48340;78;46282;67;46289;42
5865073;5853758;544;38070;170;108;39019;156;126;48614;145;122;48914;79;46441;68;46448;43
5865074;5853758;549;38443;172;109;39446;141;118;48051;136;115;48187;80;46647;69;46655;44
5865075;5853758;554;38802;174;110;39757;141;119;48121;136;116;48257;79;47584;68;47592;43
5865076;5853758;556;38944;174;110;39763;152;121;48290;144;122;48227;81;47516;70;47524;44
5865077;5853758;574;40191;177;112;40441;170;133;50491;160;139;50491;82;54574;71;55167;45
5865078;5853758;572;40072;178;113;41001;170;131;50373;160;137;50373;81;54146;70;54740;44
5865079;5853758;573;40134;178;113;41001;159;127;50094;149;124;49506;81;54129;70;54723;44
5865080;5853758;605;42372;184;117;41849;185;153;54724;190;164;55709;80;53461;70;54055;45
5865081;5853758;601;42099;184;117;41849;185;149;54451;190;160;55436;80;53259;70;53853;45
5865082;5853758;597;41772;184;117;41849;185;145;54124;175;147;51560;79;53013;69;53607;44
5865083;5853758;597;41786;188;119;42550;185;145;54139;175;148;51575;79;52729;69;53323;44
5865084;5853758;592;41458;187;118;42700;170;136;53499;164;133;54484;78;52018;68;52612;43
5865085;5853758;594;41583;187;118;42786;170;134;53394;162;131;54379;79;51810;69;52404;44
5865086;5853758;611;42756;188;119;43090;185;152;54642;173;144;50979;77;51964;69;52558;43
5865087;5853758;609;42657;191;121;44126;185;153;51424;160;140;50710;80;52597;71;53793;44
5865088;5853758;613;42892;191;121;44137;185;154;54781;166;143;50104;80;52838;71;54036;44
5865089;5853758;619;43306;197;125;44881;201;159;51846;171;146;51132;80;52861;71;54059;44
5865090;5853758;623;43590;199;126;45084;201;160;51906;178;147;51192;81;53206;72;54404;45
5865091;5853758;626;43787;193;122;44862;216;181;62649;190;158;54967;83;53680;72;54877;45
5865092;5853758;629;44002;196;124;45183;216;184;62864;190;161;55182;83;54033;73;55231;46
5865093;5853758;636;44518;196;124;45183;216;168;52988;193;168;55698;83;54351;73;55548;46
5865094;5853758;-1;-1;196;124;45183;231;189;53321;204;183;52896;88;56820;77;58017;50
5865095;5853758;-1;-1;206;130;46574;216;185;54141;200;179;52637;88;56927;77;58124;50
5865096;5853758;-1;-1;206;130;46574;231;189;53300;204;183;52919;89;57134;78;58331;50
5865097;5853758;-1;-1;206;130;46574;231;191;53499;204;186;53118;89;57104;78;58301;50
5865098;5853758;-1;-1;206;130;46574;231;195;53761;207;187;57618;89;56651;78;57678;51
5865099;5853758;-1;-1;206;130;46574;216;185;58489;197;181;59450;89;56718;78;57745;51
5865100;5853758;-1;-1;206;130;46574;231;189;58748;208;185;59709;89;56856;78;57883;51
5865101;5853758;-1;-1;235;149;55469;246;209;55118;219;199;57922;89;57426;78;58453;51
5865102;5853758;-1;-1;235;149;55469;246;210;55155;219;199;57958;86;57355;76;58382;50
5866818;5853758;76;5298;47;30;7979;76;76;5298;76;76;5298;43;20546;39;20104;30
5866819;5853758;79;5518;36;23;6381;78;73;18524;79;79;5518;42;20341;38;19899;30
5866820;5853758;84;5898;52;33;8459;83;73;18525;84;84;5898;42;19968;38;19526;29
5866821;5853758;122;8512;52;33;8459;99;74;18085;113;82;20677;42;19870;38;19428;29
5866822;5853758;126;8819;57;36;8732;99;79;18392;117;87;20983;42;20110;39;19668;30
5866823;5853758;127;8876;57;36;8801;99;79;18449;117;87;21040;43;20264;39;19823;30
5866824;5853758;130;9073;57;36;8817;99;82;18646;119;90;21238;43;20659;39;20218;30
5866825;5853758;42;2912;13;8;2465;42;42;2912;42;42;2912;9;3308;9;3308;8
5866826;5853758;41;2905;13;8;2667;40;31;3183;41;32;3183;10;3140;9;3140;8
5866827;5853758;37;2601;12;8;2490;36;26;2879;37;27;2879;9;3201;9;3201;8
5866828;5853758;54;3771;19;12;3524;51;35;4096;52;36;4096;11;3492;11;3492;9
5866829;5853758;55;3860;19;12;3524;51;36;4185;53;37;4185;11;4362;11;4362;9
5866830;5853758;61;4281;22;14;3882;55;42;4595;59;43;4595;11;4600;10;4600;9
5866831;5853758;68;4768;22;14;3882;62;49;5082;65;50;5082;11;5711;10;5711;9
5866832;5853758;74;5149;22;14;3882;67;55;5463;73;56;5463;13;5901;12;5901;10
5866833;5853758;76;5298;27;17;4978;72;57;5612;74;58;5612;13;6054;12;6054;10
5866834;5853758;83;5822;27;17;4978;70;53;6319;75;54;6319;13;6178;12;6178;10
5866835;5853758;82;5713;27;17;4978;69;51;6210;75;52;6210;13;7258;12;7258;10
5866836;5853758;92;6429;27;17;4978;81;61;6927;82;62;6927;16;7378;15;7378;13
5866837;5853758;-1;-1;34;22;6030;-1;-1;-1;-1;-1;-1;16;7643;15;7643;13
5866838;5853758;-1;-1;42;27;8192;-1;-1;-1;-1;-1;-1;22;7470;20;7470;17
5866839;5853758;140;9772;46;29;8881;109;96;10596;114;96;10596;23;9750;22;9750;18
5866840;5853758;136;9522;46;29;8881;109;92;10346;112;92;10346;23;9531;22;9531;18
5866841;5853758;139;9738;46;29;8881;109;95;10562;114;95;10562;23;10163;22;10163;18
5866842;5853758;129;9060;46;29;8928;99;85;9884;112;85;9884;23;9915;22;9915;18
5866843;5853758;129;9002;46;29;8928;99;85;9826;112;85;9826;23;10304;22;10304;18
5866844;5853758;136;9530;49;31;9369;109;92;10355;112;92;10355;24;10601;23;10601;19
5866845;5853758;135;9456;49;31;9369;109;91;10280;112;91;10280;25;10752;23;10752;19
5866846;5853758;138;9676;51;32;9520;109;94;10500;114;94;10500;25;10814;23;10814;19
5866847;5853758;209;14607;70;44;14996;147;111;25603;154;126;25603;40;16976;37;16907;32
5866848;5853758;210;14670;70;45;15094;155;115;28536;154;127;25666;40;17287;37;17218;32
