from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5793264;-1;-1;-1;-1;-1;10;1763
5785641;5793264;-1;-1;-1;-1;-1;10;2080
5785642;5793264;-1;-1;-1;-1;-1;13;2264
5785643;5793264;-1;-1;-1;-1;-1;33;14139
5787544;5793264;-1;-1;-1;-1;-1;24;7690
5787545;5793264;-1;-1;-1;-1;-1;24;7680
5787546;5793264;-1;-1;-1;-1;-1;11;1290
5787547;5793264;-1;-1;-1;-1;-1;9;1682
5787548;5793264;-1;-1;-1;-1;-1;8;1803
5787549;5793264;-1;-1;-1;-1;-1;10;2046
5787550;5793264;-1;-1;-1;-1;-1;30;13938
5789447;5793264;-1;-1;-1;-1;-1;20;7299
5789448;5793264;-1;-1;-1;-1;-1;19;7032
5789449;5793264;-1;-1;-1;-1;-1;19;7274
5789450;5793264;-1;-1;-1;-1;-1;23;7593
5789451;5793264;-1;-1;-1;-1;-1;12;1298
5789452;5793264;-1;-1;-1;-1;-1;9;1190
5789453;5793264;-1;-1;-1;-1;-1;8;1367
5789454;5793264;-1;-1;-1;-1;-1;8;1630
5789455;5793264;-1;-1;-1;-1;-1;10;1851
5789456;5793264;-1;-1;-1;-1;-1;28;13848
5791353;5793264;-1;-1;-1;-1;-1;19;7588
5791354;5793264;-1;-1;-1;-1;-1;18;7286
5791355;5793264;-1;-1;-1;-1;-1;18;6846
5791356;5793264;-1;-1;-1;-1;-1;20;6999
5791357;5793264;-1;-1;-1;-1;-1;23;7585
5791358;5793264;-1;-1;-1;-1;-1;10;684
5791359;5793264;-1;-1;-1;-1;-1;8;1007
5791360;5793264;-1;-1;-1;-1;-1;9;1375
5791361;5793264;-1;-1;-1;-1;-1;11;1730
5791362;5793264;-1;-1;-1;-1;-1;12;2038
5791363;5793264;-1;-1;-1;-1;-1;30;13744
5793258;5793264;-1;-1;-1;-1;-1;20;7934
5793259;5793264;-1;-1;-1;-1;-1;21;7799
5793260;5793264;-1;-1;-1;-1;-1;20;7212
5793261;5793264;-1;-1;-1;-1;-1;17;6721
5793262;5793264;-1;-1;-1;-1;-1;19;6820
5793263;5793264;-1;-1;-1;-1;-1;22;6726
5793264;5793264;0;0;0;0;0;0;0
5793265;5793264;-1;-1;-1;-1;-1;8;961
5793266;5793264;-1;-1;-1;-1;-1;11;1158
5793267;5793264;-1;-1;-1;-1;-1;14;1953
5793268;5793264;-1;-1;-1;-1;-1;14;2179
5793269;5793264;-1;-1;-1;-1;-1;14;3425
5793270;5793264;-1;-1;-1;-1;-1;29;13199
5795164;5793264;-1;-1;-1;-1;-1;21;8083
5795165;5793264;-1;-1;-1;-1;-1;19;6749
5795166;5793264;-1;-1;-1;-1;-1;19;6599
5795167;5793264;-1;-1;-1;-1;-1;17;6219
5795168;5793264;-1;-1;-1;-1;-1;18;6308
5795169;5793264;-1;-1;-1;-1;-1;20;6530
5795170;5793264;-1;-1;-1;-1;-1;7;595
5795171;5793264;-1;-1;-1;-1;-1;8;668
5795172;5793264;-1;-1;-1;-1;-1;10;1110
5795173;5793264;-1;-1;-1;-1;-1;12;1201
5795174;5793264;-1;-1;-1;-1;-1;12;3269
5795175;5793264;-1;-1;-1;-1;-1;14;3405
5795176;5793264;-1;-1;-1;-1;-1;22;9814
5797069;5793264;-1;-1;-1;-1;-1;28;15579
5797070;5793264;-1;-1;-1;-1;-1;22;8361
5797071;5793264;-1;-1;-1;-1;-1;18;6652
5797072;5793264;-1;-1;-1;-1;-1;17;6368
5797073;5793264;-1;-1;-1;-1;-1;17;6453
5797074;5793264;-1;-1;-1;-1;-1;16;6079
5797075;5793264;-1;-1;-1;-1;-1;19;6411
5797076;5793264;-1;-1;-1;-1;-1;8;733
5797077;5793264;-1;-1;-1;-1;-1;11;763
5797078;5793264;-1;-1;-1;-1;-1;13;1284
5797079;5793264;-1;-1;-1;-1;-1;10;1120
5797080;5793264;-1;-1;-1;-1;-1;10;2764
