from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5810415;108;7553;90;75;8307;16;4282
5785641;5810415;63;4390;63;63;4390;16;4599
5785642;5810415;64;4470;64;64;4470;18;4783
5785643;5810415;68;4763;68;68;4763;33;12188
5787544;5810415;101;7064;86;68;7817;25;5739
5787545;5810415;102;7133;86;69;7886;25;5729
5787546;5810415;-1;-1;-1;-1;-1;16;3809
5787547;5810415;61;4277;61;61;4277;15;4200
5787548;5810415;58;4052;58;58;4052;13;4322
5787549;5810415;60;4186;60;60;4186;15;4565
5787550;5810415;166;11630;161;149;12138;30;11987
5789447;5810415;71;4964;43;28;5050;20;5348
5789448;5810415;71;4962;47;28;5071;20;5080
5789449;5810415;-1;-1;-1;-1;-1;20;5323
5789450;5810415;-1;-1;-1;-1;-1;24;5642
5789451;5810415;-1;-1;-1;-1;-1;17;3817
5789452;5810415;53;3713;53;53;3713;15;3708
5789453;5810415;54;3749;54;54;3749;13;3885
5789454;5810415;55;3836;55;55;3836;14;4149
5789455;5810415;57;4012;57;57;4012;15;4370
5789456;5810415;164;11470;157;147;11978;28;11897
5791353;5810415;76;5324;52;33;5411;20;5637
5791354;5810415;73;5092;47;30;5179;19;5334
5791355;5810415;66;4615;43;25;4839;18;4895
5791356;5810415;67;4677;46;30;5188;20;5047
5791357;5810415;-1;-1;-1;-1;-1;24;5634
5791358;5810415;-1;-1;-1;-1;-1;15;3203
5791359;5810415;49;3404;49;49;3404;13;3526
5791360;5810415;49;3459;49;49;3459;15;3894
5791361;5810415;54;3812;54;54;3812;16;4248
5791362;5810415;59;4123;59;59;4123;18;4557
5791363;5810415;164;11465;157;147;11973;30;11793
5793258;5810415;82;5710;60;39;5796;20;5983
5793259;5810415;77;5410;56;35;5496;22;5848
5793260;5810415;78;5443;56;35;5530;21;5260
5793261;5810415;64;4488;46;29;4975;18;4770
5793262;5810415;63;4383;46;29;4973;20;4869
5793263;5810415;-1;-1;-1;-1;-1;23;4775
5793264;5810415;-1;-1;-1;-1;-1;15;3147
5793265;5810415;46;3189;46;46;3189;14;3480
5793266;5810415;46;3198;46;46;3198;17;3677
5793267;5810415;-1;-1;-1;-1;-1;20;4472
5793268;5810415;-1;-1;-1;-1;-1;20;4698
5793269;5810415;-1;-1;-1;-1;-1;17;3510
5793270;5810415;159;11150;155;142;11658;29;11247
5795164;5810415;83;5785;60;40;5871;21;6131
5795165;5810415;84;5867;60;41;5953;20;4798
5795166;5810415;-1;-1;-1;-1;-1;20;4648
5795167;5810415;59;4162;46;30;4273;17;4268
5795168;5810415;59;4163;46;30;4274;18;4356
5795169;5810415;61;4244;49;31;4369;21;4579
5795170;5810415;41;2879;41;41;2879;13;2886
5795171;5810415;40;2798;40;40;2798;14;3187
5795172;5810415;45;3133;45;45;3133;16;3629
5795173;5810415;-1;-1;-1;-1;-1;17;3720
5795174;5810415;45;3171;45;45;3171;15;3354
5795175;5810415;44;3108;44;44;3108;17;3491
5795176;5810415;160;11186;155;143;11694;22;7863
5797069;5810415;111;7762;86;68;7848;28;13628
5797070;5810415;85;5983;68;43;6069;22;6410
5797071;5810415;87;6099;72;44;6186;18;4700
5797072;5810415;-1;-1;-1;-1;-1;18;4417
5797073;5810415;57;3968;43;27;4080;17;4502
5797074;5810415;55;3851;42;25;3976;17;4127
5797075;5810415;58;4060;43;28;4185;19;4460
5797076;5810415;37;2562;37;37;2562;13;2833
5797077;5810415;38;2689;38;38;2689;17;3265
5797078;5810415;-1;-1;-1;-1;-1;18;3802
5797079;5810415;-1;-1;-1;-1;-1;16;3639
5797080;5810415;42;2974;42;42;2974;13;2850
5797081;5810415;42;2960;42;42;2960;16;3470
5797082;5810415;109;7617;106;92;8124;22;7850
5798974;5810415;110;7701;86;67;7787;-1;-1
5798975;5810415;91;6344;72;48;6430;23;6757
5798976;5810415;91;6338;72;48;6425;25;6645
5798977;5810415;-1;-1;-1;-1;-1;19;4740
5798978;5810415;-1;-1;-1;-1;-1;17;4212
