from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5810462;270;18921;169;142;37694;44;21902
5785641;5810462;273;19127;174;145;37900;44;22219
5785642;5810462;275;19244;174;146;38017;46;22403
5785643;5810462;279;19537;185;151;38311;35;14974
5787544;5810462;263;18431;164;143;38659;51;22619
5787545;5810462;264;18500;164;144;38728;51;22610
5787546;5810462;-1;-1;-1;-1;-1;44;21429
5787547;5810462;280;19626;177;152;38399;43;21820
5787548;5810462;276;19352;171;148;38126;41;21942
5787549;5810462;281;19645;177;152;38419;43;22185
5787550;5810462;207;14478;190;160;14655;32;14773
5789447;5810462;273;19102;115;95;35820;47;22228
5789448;5810462;277;19381;120;95;35842;46;21961
5789449;5810462;-1;-1;-1;-1;-1;46;22203
5789450;5810462;-1;-1;-1;-1;-1;50;22522
5789451;5810462;-1;-1;-1;-1;-1;45;21437
5789452;5810462;289;20197;167;147;34993;43;21329
5789453;5810462;283;19831;167;148;35029;41;21505
5789454;5810462;280;19634;171;152;38408;42;21769
5789455;5810462;289;20264;171;151;35292;43;21990
5789456;5810462;205;14318;188;157;14495;30;14683
5791353;5810462;281;19648;125;100;36181;46;22517
5791354;5810462;277;19416;120;97;35949;45;22215
5791355;5810462;278;19445;115;92;35610;44;21775
5791356;5810462;283;19793;120;97;35958;46;21928
5791357;5810462;-1;-1;-1;-1;-1;50;22514
5791358;5810462;-1;-1;-1;-1;-1;43;20823
5791359;5810462;288;20179;166;143;34684;41;21146
5791360;5810462;286;19987;166;143;34739;43;21514
5791361;5810462;287;20064;171;149;35092;44;21869
5791362;5810462;291;20375;177;153;35403;46;22177
5791363;5810462;204;14313;188;157;14490;32;14579
5793258;5810462;286;20033;134;106;36566;47;22863
5793259;5810462;282;19734;129;102;36266;48;22728
5793260;5810462;282;19767;129;102;36300;47;22141
5793261;5810462;282;19728;120;96;35745;44;21651
5793262;5810462;283;19834;120;96;35743;46;21750
5793263;5810462;-1;-1;-1;-1;-1;49;21655
5793264;5810462;-1;-1;-1;-1;-1;43;20767
5793265;5810462;291;20352;164;146;35838;42;21100
5793266;5810462;292;20411;164;146;35846;44;21297
5793267;5810462;-1;-1;-1;-1;-1;48;22092
5793268;5810462;-1;-1;-1;-1;-1;48;22318
5793269;5810462;-1;-1;-1;-1;-1;45;21130
5793270;5810462;209;14641;191;162;14818;32;14790
5795164;5810462;287;20109;134;107;36641;48;23012
5795165;5810462;288;20190;134;108;36723;46;21679
5795166;5810462;-1;-1;-1;-1;-1;46;21528
5795167;5810462;288;20127;120;97;35043;44;21149
5795168;5810462;286;20025;120;97;35045;45;21237
5795169;5810462;293;20541;125;98;35139;47;21459
5795170;5810462;291;20390;164;143;35613;41;20506
5795171;5810462;290;20309;160;142;35532;42;20807
5795172;5810462;294;20590;164;145;35781;44;21249
5795173;5810462;-1;-1;-1;-1;-1;45;21340
5795174;5810462;295;20682;164;145;35819;43;20974
5795175;5810462;295;20619;164;145;35756;45;21111
5795176;5810462;210;14677;192;163;14854;31;14828
5797069;5810462;306;21407;140;124;36619;36;31962
5797070;5810462;290;20306;144;110;36839;49;23290
5797071;5810462;292;20423;149;120;37027;45;21581
5797072;5810462;-1;-1;-1;-1;-1;44;21297
5797073;5810462;290;20266;115;94;34850;44;21382
5797074;5810462;288;20149;115;92;34747;43;21008
5797075;5810462;291;20357;115;95;34955;45;21341
5797076;5810462;287;20073;157;139;35297;41;20453
5797077;5810462;289;20200;160;141;35423;45;20885
5797078;5810462;-1;-1;-1;-1;-1;46;21423
5797079;5810462;-1;-1;-1;-1;-1;44;21259
