from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5793267;-1;-1;-1;-1;-1;14;1387
5785641;5793267;-1;-1;-1;-1;-1;14;1704
5785642;5793267;-1;-1;-1;-1;-1;17;1888
5785643;5793267;-1;-1;-1;-1;-1;38;15464
5787544;5793267;-1;-1;-1;-1;-1;29;9015
5787545;5793267;-1;-1;-1;-1;-1;29;9005
5787546;5793267;-1;-1;-1;-1;-1;15;1404
5787547;5793267;-1;-1;-1;-1;-1;13;1306
5787548;5793267;-1;-1;-1;-1;-1;12;1427
5787549;5793267;-1;-1;-1;-1;-1;13;1670
5787550;5793267;-1;-1;-1;-1;-1;35;15263
5789447;5793267;-1;-1;-1;-1;-1;25;8623
5789448;5793267;-1;-1;-1;-1;-1;24;8356
5789449;5793267;-1;-1;-1;-1;-1;24;8599
5789450;5793267;-1;-1;-1;-1;-1;28;8918
5789451;5793267;-1;-1;-1;-1;-1;16;1564
5789452;5793267;-1;-1;-1;-1;-1;13;1340
5789453;5793267;-1;-1;-1;-1;-1;11;991
5789454;5793267;-1;-1;-1;-1;-1;12;1254
5789455;5793267;-1;-1;-1;-1;-1;12;1067
5789456;5793267;-1;-1;-1;-1;-1;33;15173
5791353;5793267;-1;-1;-1;-1;-1;24;8913
5791354;5793267;-1;-1;-1;-1;-1;23;8610
5791355;5793267;-1;-1;-1;-1;-1;22;8170
5791356;5793267;-1;-1;-1;-1;-1;24;8323
5791357;5793267;-1;-1;-1;-1;-1;28;8909
5791358;5793267;-1;-1;-1;-1;-1;14;1918
5791359;5793267;-1;-1;-1;-1;-1;12;1274
5791360;5793267;-1;-1;-1;-1;-1;13;1116
5791361;5793267;-1;-1;-1;-1;-1;14;946
5791362;5793267;-1;-1;-1;-1;-1;15;1254
5791363;5793267;-1;-1;-1;-1;-1;35;15069
5793258;5793267;-1;-1;-1;-1;-1;25;9259
5793259;5793267;-1;-1;-1;-1;-1;26;9123
5793260;5793267;-1;-1;-1;-1;-1;25;8536
5793261;5793267;-1;-1;-1;-1;-1;22;8046
5793262;5793267;-1;-1;-1;-1;-1;24;8145
5793263;5793267;-1;-1;-1;-1;-1;27;8051
5793264;5793267;-1;-1;-1;-1;-1;14;1953
5793265;5793267;-1;-1;-1;-1;-1;12;1398
5793266;5793267;-1;-1;-1;-1;-1;15;1904
5793267;5793267;0;0;0;0;0;0;0
5793268;5793267;-1;-1;-1;-1;-1;17;1395
5793269;5793267;-1;-1;-1;-1;-1;19;4749
5793270;5793267;-1;-1;-1;-1;-1;34;14523
5795164;5793267;-1;-1;-1;-1;-1;26;9407
5795165;5793267;-1;-1;-1;-1;-1;24;8074
5795166;5793267;-1;-1;-1;-1;-1;24;7923
5795167;5793267;-1;-1;-1;-1;-1;22;7544
5795168;5793267;-1;-1;-1;-1;-1;23;7632
5795169;5793267;-1;-1;-1;-1;-1;25;7855
5795170;5793267;-1;-1;-1;-1;-1;12;1920
5795171;5793267;-1;-1;-1;-1;-1;13;1729
5795172;5793267;-1;-1;-1;-1;-1;15;1856
5795173;5793267;-1;-1;-1;-1;-1;16;1947
5795174;5793267;-1;-1;-1;-1;-1;17;4593
5795175;5793267;-1;-1;-1;-1;-1;19;4730
5795176;5793267;-1;-1;-1;-1;-1;27;11139
