from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5810402;99;6897;99;99;6897;25;12494
5785641;5810402;101;7103;101;101;7103;25;12811
5785642;5810402;103;7220;103;103;7220;28;12995
5785643;5810402;107;7514;107;107;7514;35;16047
5787544;5810402;92;6407;92;92;6407;33;13212
5787545;5810402;93;6477;93;93;6477;33;13202
5787546;5810402;-1;-1;-1;-1;-1;26;12022
5787547;5810402;109;7602;109;109;7602;24;12413
5787548;5810402;105;7329;105;105;7329;23;12534
5787549;5810402;109;7622;109;109;7622;25;12777
5787550;5810402;194;13578;190;181;27466;32;15845
5789447;5810402;59;4133;59;59;4133;28;12820
5789448;5810402;63;4413;63;63;4413;28;12553
5789449;5810402;-1;-1;-1;-1;-1;28;12796
5789450;5810402;-1;-1;-1;-1;-1;31;13114
5789451;5810402;-1;-1;-1;-1;-1;27;12029
5789452;5810402;117;8173;117;117;8173;24;11921
5789453;5810402;112;7807;112;112;7807;23;12098
5789454;5810402;109;7611;109;109;7611;23;12362
5789455;5810402;118;8241;118;118;8241;24;12582
5789456;5810402;192;13418;189;178;27306;30;15756
5791353;5810402;67;4679;67;67;4679;27;13110
5791354;5810402;64;4447;64;64;4447;27;12807
5791355;5810402;64;4476;64;64;4476;26;12367
5791356;5810402;69;4824;69;69;4824;28;12520
5791357;5810402;-1;-1;-1;-1;-1;32;13106
5791358;5810402;-1;-1;-1;-1;-1;24;11415
5791359;5810402;117;8155;116;112;12962;23;11739
5791360;5810402;114;7964;114;114;7964;24;12107
5791361;5810402;115;8041;115;115;8041;26;12461
5791362;5810402;119;8352;119;119;8352;27;12769
5791363;5810402;192;13413;189;178;27301;32;15651
5793258;5810402;72;5064;72;72;5064;28;13456
5793259;5810402;68;4765;68;68;4765;29;13320
5793260;5810402;69;4798;69;69;4798;29;12733
5793261;5810402;68;4759;68;68;4759;25;12243
5793262;5810402;70;4866;70;70;4866;27;12342
5793263;5810402;-1;-1;-1;-1;-1;30;12248
5793264;5810402;-1;-1;-1;-1;-1;24;11359
5793265;5810402;119;8328;118;109;12748;23;11692
5793266;5810402;120;8388;119;109;12757;26;11889
5793267;5810402;-1;-1;-1;-1;-1;29;12684
5793268;5810402;-1;-1;-1;-1;-1;29;12910
5793269;5810402;-1;-1;-1;-1;-1;26;11723
5793270;5810402;204;14294;191;174;26987;31;15106
5795164;5810402;73;5140;73;73;5140;29;13604
5795165;5810402;75;5221;75;75;5221;27;12271
5795166;5810402;-1;-1;-1;-1;-1;28;12120
5795167;5810402;74;5159;74;74;5159;25;11741
5795168;5810402;72;5056;72;72;5056;26;11829
5795169;5810402;84;5890;84;77;23530;29;12051
5795170;5810402;126;8832;122;105;12437;22;11098
5795171;5810402;122;8527;120;103;12357;23;11399
5795172;5810402;122;8567;121;108;12691;25;11842
5795173;5810402;-1;-1;-1;-1;-1;27;11932
5795174;5810402;162;11370;125;109;12729;24;11566
5795175;5810402;162;11307;124;108;12666;26;11703
5795176;5810402;205;14329;191;174;27022;24;11722
5797069;5810402;45;3169;45;45;3169;13;6286
5797070;5810402;76;5337;76;76;5337;30;13883
5797071;5810402;78;5454;78;78;5454;26;12173
5797072;5810402;-1;-1;-1;-1;-1;25;11890
5797073;5810402;76;5334;75;73;23241;25;11974
5797074;5810402;79;5498;77;72;23137;25;11600
5797075;5810402;82;5706;81;75;23345;27;11933
5797076;5810402;128;8934;122;100;12121;23;11045
5797077;5810402;127;8874;122;102;12247;26;11478
5797078;5810402;-1;-1;-1;-1;-1;28;12015
5797079;5810402;-1;-1;-1;-1;-1;25;11851
5797080;5810402;160;11173;124;106;12533;22;11062
5797081;5810402;159;11159;124;106;12518;26;11682
5797082;5810402;163;11408;144;128;12699;24;11708
5798974;5810402;26;1796;26;26;1796;-1;-1
5798975;5810402;81;5698;81;81;5698;30;14230
5798976;5810402;81;5693;81;81;5693;33;14118
5798977;5810402;-1;-1;-1;-1;-1;27;12213
5798978;5810402;-1;-1;-1;-1;-1;25;11684
5798979;5810402;81;5700;79;72;22888;25;12042
5798980;5810402;80;5591;79;72;22888;25;11418
5798981;5810402;87;6091;85;76;23159;27;11806
5798982;5810402;131;9140;117;98;11953;22;10906
5798983;5810402;132;9236;112;96;11827;24;10846
5798984;5810402;139;9764;112;96;11820;26;10837
5798985;5810402;155;10826;124;101;12185;23;10729
5798986;5810402;153;10688;119;99;12047;23;10995
5798987;5810402;156;10944;124;103;12303;25;11455
5798988;5810402;157;10992;142;122;12282;23;11184
5800879;5810402;19;1300;19;19;1300;7;1373
5800880;5810402;23;1579;23;23;1579;-1;-1
5800881;5810402;84;5903;84;84;5903;14;6055
5800882;5810402;118;8269;110;94;8980;26;11435
5800883;5810402;119;8304;112;95;9016;25;11212
5800884;5810402;-1;-1;-1;-1;-1;25;11501
5800885;5810402;83;5823;80;70;22730;24;11204
5800886;5810402;85;5968;84;72;22874;26;11161
5800887;5810402;89;6240;86;76;23146;28;11795
5800888;5810402;140;9805;104;86;11164;22;10022
5800889;5810402;134;9397;109;92;11568;22;10611
5800890;5810402;137;9588;111;93;11644;24;10523
5800891;5810402;150;10495;118;96;11854;21;10400
5800892;5810402;149;10431;112;95;11791;22;10838
5800893;5810402;151;10594;118;98;11953;24;11004
5800894;5810402;156;10901;142;121;12192;23;11190
5800895;5810402;152;10661;138;115;11708;23;11090
5802783;5810402;17;1201;17;17;1201;8;1307
5802784;5810402;15;1083;15;15;1083;10;1537
5802785;5810402;19;1361;19;19;1361;-1;-1
5802786;5810402;-1;-1;-1;-1;-1;14;5807
5802787;5810402;117;8168;109;93;8880;24;11246
5802788;5810402;114;7970;104;89;23535;24;10999
5802789;5810402;114;7971;104;89;23536;26;11742
5802790;5810402;87;6073;85;73;22979;25;11264
5802791;5810402;87;6091;85;72;22337;24;10806
5802792;5810402;92;6468;87;75;22574;24;10991
5802793;5810402;137;9576;104;83;10935;21;9963
5802794;5810402;142;9912;104;88;11271;21;10248
5802795;5810402;142;9913;104;88;11272;21;10249
5802796;5810402;143;10026;109;90;11385;22;10445
5802797;5810402;148;10387;112;95;11746;23;10764
5802798;5810402;151;10562;118;97;11921;25;10497
5802799;5810402;148;10345;135;113;11635;21;10504
5802800;5810402;147;10265;135;111;11556;22;10672
5802801;5810402;152;10634;138;117;11924;24;11031
5804689;5810402;15;1036;15;15;1036;8;1293
5804690;5810402;12;866;12;12;866;9;1285
5804691;5810402;20;1390;20;20;1390;8;1269
5804692;5810402;23;1582;23;23;1582;11;1708
5804693;5810402;117;8169;109;93;8881;25;11310
5804694;5810402;110;7730;101;86;23295;24;10916
5804695;5810402;109;7656;99;85;23222;25;11829
5804696;5810402;94;6598;85;70;22202;22;10457
5804697;5810402;91;6359;80;69;22107;23;10546
5804698;5810402;93;6529;87;76;22635;24;11092
5804699;5810402;134;9354;101;80;10713;21;9679
5804700;5810402;133;9314;98;79;10673;21;9619
5804701;5810402;137;9563;104;83;10922;22;10008
5804702;5810402;138;9626;104;84;10985;22;9827
5804703;5810402;140;9776;104;86;11135;21;10002
5804704;5810402;142;9924;108;88;11283;24;10422
5804705;5810402;144;10101;129;109;11391;21;10318
5804706;5810402;144;10062;129;109;11352;24;10607
5804707;5810402;-1;-1;-1;-1;-1;26;11120
5806593;5810402;15;1051;15;15;1051;9;1808
5806594;5810402;10;682;10;10;682;7;1043
5806595;5810402;9;648;9;9;648;7;925
5806596;5810402;17;1156;17;17;1156;12;4652
5806597;5810402;22;1531;22;22;1531;9;1561
5806598;5810402;26;1841;26;26;1841;9;1793
5806599;5810402;108;7566;97;83;23132;23;10667
5806600;5810402;105;7339;94;80;22904;24;10524
5806601;5810402;96;6749;89;72;22315;22;10378
5806602;5810402;95;6678;88;71;22244;23;10575
5806603;5810402;98;6826;89;73;22392;22;9625
5806604;5810402;134;9351;101;80;10710;21;9562
5806605;5810402;129;9037;95;75;10396;21;9425
5806606;5810402;132;9224;96;78;10583;21;9485
5806607;5810402;134;9407;101;81;10766;22;9848
5806608;5810402;139;9728;104;85;11087;24;10193
5806609;5810402;144;10048;109;90;11407;23;10374
5806610;5810402;139;9746;121;102;10793;22;10054
5806611;5810402;142;9905;127;105;10952;24;10460
5806612;5810402;145;10151;132;110;11442;26;10610
5806613;5810402;168;11767;145;128;23812;26;11909
5808496;5810402;20;1397;20;20;1397;10;1865
5808497;5810402;20;1377;20;20;1377;10;1828
5808498;5810402;18;1274;18;18;1274;9;1559
5808499;5810402;11;756;11;11;756;7;784
5808500;5810402;15;1047;15;15;1047;12;4903
5808501;5810402;27;1882;27;27;1882;9;1871
5808502;5810402;27;1894;27;27;1894;11;2069
5808503;5810402;109;7664;99;85;23230;25;10795
5808504;5810402;105;7353;94;80;22918;23;10436
5808505;5810402;100;6973;88;75;22539;22;10094
5808506;5810402;99;6961;88;75;22526;22;10068
5808507;5810402;127;8890;93;74;10293;20;9399
5808508;5810402;124;8705;92;71;10109;20;9100
5808509;5810402;126;8840;92;73;10199;20;9175
5808510;5810402;131;9142;96;77;10501;23;9664
5808511;5810402;129;9021;95;75;10380;26;10066
5808512;5810402;-1;-1;-1;-1;-1;25;10251
5808513;5810402;136;9518;121;101;10809;21;9544
5808514;5810402;135;9433;119;100;10724;20;9804
5808515;5810402;139;9724;121;102;10771;21;10068
5808516;5810402;142;9961;129;107;11252;25;10528
5808517;5810402;148;10373;132;112;11846;27;10713
5808518;5810402;154;10757;140;117;12231;28;12188
5810399;5810402;25;1747;25;25;1747;-1;-1
5810400;5810402;24;1672;24;24;1672;12;2006
5810401;5810402;22;1566;22;22;1566;11;1964
5810402;5810402;0;0;0;0;0;0;0
5810403;5810402;13;913;13;13;913;6;758
5810404;5810402;16;1153;16;16;1153;15;4910
5810405;5810402;-1;-1;-1;-1;-1;10;2023
5810406;5810402;29;2044;29;29;2044;10;2166
5810407;5810402;-1;-1;-1;-1;-1;24;10544
5810408;5810402;-1;-1;-1;-1;-1;22;10210
5810409;5810402;102;7125;88;72;21497;21;9834
5810410;5810402;103;7215;87;69;21308;21;9656
5810411;5810402;128;8962;95;75;10365;21;9346
5810412;5810402;120;8412;86;67;9815;19;9042
5810413;5810402;121;8447;82;67;9806;19;8829
5810414;5810402;123;8619;90;69;9978;21;9092
5810415;5810402;129;9026;95;75;10385;25;9408
5810416;5810402;131;9163;116;96;10453;22;9332
5810417;5810402;130;9131;116;95;10421;20;9411
5810418;5810402;134;9389;119;99;10679;21;9850
5810419;5810402;142;9924;127;105;10971;24;10532
5810420;5810402;145;10144;132;110;11435;26;10596
5810421;5810402;148;10360;132;112;11834;27;10702
5810422;5810402;151;10602;138;115;12075;26;12023
5810423;5810402;198;13890;155;142;28954;28;13380
5810457;5810402;290;20275;129;105;36223;35;28672
5810458;5810402;288;20139;124;101;35967;35;29226
5810462;5810402;309;21628;117;88;35773;38;30653
5810463;5810402;309;21634;117;90;33826;38;30724
