from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5793260;57;3993;57;57;3993;21;8346
5785641;5793260;60;4199;60;60;4199;21;8664
5785642;5793260;62;4316;62;62;4316;24;8848
5785643;5793260;66;4610;66;66;4610;37;15513
5787544;5793260;50;3504;50;50;3504;14;1540
5787545;5793260;51;3573;51;51;3573;14;1531
5787546;5793260;-1;-1;-1;-1;-1;22;7874
5787547;5793260;67;4698;67;67;4698;20;8265
5787548;5793260;63;4425;63;63;4425;19;8386
5787549;5793260;67;4718;67;67;4718;21;8630
5787550;5793260;152;10674;152;152;10674;34;15312
5789447;5793260;16;1140;16;16;1140;9;1080
5789448;5793260;17;1161;17;17;1161;9;812
5789449;5793260;-1;-1;-1;-1;-1;9;1125
5789450;5793260;-1;-1;-1;-1;-1;13;1443
5789451;5793260;-1;-1;-1;-1;-1;23;7881
5789452;5793260;75;5269;75;75;5269;20;7773
5789453;5793260;70;4904;70;70;4904;19;7950
5789454;5793260;67;4707;67;67;4707;19;8214
5789455;5793260;76;5337;76;76;5337;21;8435
5789456;5793260;150;10514;150;150;10514;32;15222
5791353;5793260;21;1500;21;21;1500;9;1369
5791354;5793260;18;1268;18;18;1268;8;1066
5791355;5793260;13;925;13;13;925;8;696
5791356;5793260;18;1273;18;18;1273;10;1321
5791357;5793260;-1;-1;-1;-1;-1;13;1435
5791358;5793260;-1;-1;-1;-1;-1;21;7268
5791359;5793260;75;5252;75;75;5252;19;7591
5791360;5793260;72;5060;72;72;5060;20;7959
5791361;5793260;73;5137;73;73;5137;22;8313
5791362;5793260;78;5448;78;78;5448;23;8621
5791363;5793260;150;10509;150;150;10509;34;15118
5793258;5793260;27;1886;27;27;1886;9;1715
5793259;5793260;23;1586;23;23;1586;11;1580
5793260;5793260;0;0;0;0;0;0;0
5793261;5793260;17;1208;17;17;1208;8;773
5793262;5793260;18;1295;18;18;1295;10;1198
5793263;5793260;-1;-1;-1;-1;-1;15;2304
5793264;5793260;-1;-1;-1;-1;-1;20;7212
5793265;5793260;77;5425;77;77;5425;19;7544
5793266;5793260;78;5484;78;78;5484;22;7741
5793267;5793260;-1;-1;-1;-1;-1;25;8536
5793268;5793260;-1;-1;-1;-1;-1;25;8763
5793269;5793260;-1;-1;-1;-1;-1;22;7575
5793270;5793260;163;11390;161;150;15081;33;14572
5795164;5793260;28;1961;28;28;1961;11;1863
5795165;5793260;29;2043;29;29;2043;14;3090
5795166;5793260;-1;-1;-1;-1;-1;14;2939
5795167;5793260;23;1588;23;23;1588;9;1324
5795168;5793260;21;1485;21;21;1485;11;1886
5795169;5793260;33;2308;33;33;2308;13;2108
5795170;5793260;85;5928;84;75;8152;18;6950
