from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5810414;102;7146;85;69;7900;12;3965
5785641;5810414;57;3984;57;57;3984;12;4282
5785642;5810414;58;4063;58;58;4063;15;4466
5785643;5810414;62;4357;62;62;4357;30;11872
5787544;5810414;95;6657;80;62;7411;21;5422
5787545;5810414;96;6726;80;63;7480;21;5413
5787546;5810414;-1;-1;-1;-1;-1;13;3493
5787547;5810414;55;3870;55;55;3870;11;3884
5787548;5810414;52;3645;52;52;3645;10;4005
5787549;5810414;54;3779;54;54;3779;12;4248
5787550;5810414;160;11224;155;143;11731;27;11670
5789447;5810414;65;4557;37;22;4643;17;5031
5789448;5810414;65;4555;41;23;4665;16;4764
5789449;5810414;-1;-1;-1;-1;-1;16;5007
5789450;5810414;-1;-1;-1;-1;-1;20;5325
5789451;5810414;-1;-1;-1;-1;-1;14;3500
5789452;5810414;47;3306;47;47;3306;11;3392
5789453;5810414;48;3342;48;48;3342;10;3569
5789454;5810414;49;3429;49;49;3429;10;3833
5789455;5810414;52;3606;52;52;3606;11;4053
5789456;5810414;158;11064;151;141;11571;25;11581
5791353;5810414;70;4918;46;27;5004;16;5321
5791354;5810414;67;4686;41;24;4772;15;5018
5791355;5810414;60;4209;37;19;4433;14;4578
5791356;5810414;61;4270;41;24;4781;16;4731
5791357;5810414;-1;-1;-1;-1;-1;20;5317
5791358;5810414;-1;-1;-1;-1;-1;11;2886
5791359;5810414;43;2998;43;43;2998;10;3210
5791360;5810414;44;3052;44;44;3052;11;3578
5791361;5810414;49;3406;49;49;3406;13;3932
5791362;5810414;53;3717;53;53;3717;14;4240
5791363;5810414;158;11059;151;141;11566;27;11476
5793258;5810414;76;5303;54;33;5389;17;5667
5793259;5810414;71;5004;50;29;5090;18;5531
5793260;5810414;72;5037;50;29;5123;17;4944
5793261;5810414;58;4082;40;23;4569;14;4454
5793262;5810414;57;3976;40;23;4567;16;4553
5793263;5810414;-1;-1;-1;-1;-1;19;4458
5793264;5810414;-1;-1;-1;-1;-1;11;2831
5793265;5810414;40;2783;40;40;2783;10;3163
5793266;5810414;40;2792;40;40;2792;13;3360
5793267;5810414;-1;-1;-1;-1;-1;16;4155
5793268;5810414;-1;-1;-1;-1;-1;16;4381
5793269;5810414;-1;-1;-1;-1;-1;13;3194
5793270;5810414;153;10744;149;136;11251;26;10931
5795164;5810414;77;5379;54;34;5465;18;5815
5795165;5810414;78;5460;54;35;5546;16;4482
5795166;5810414;-1;-1;-1;-1;-1;16;4331
5795167;5810414;54;3755;40;24;3867;14;3952
5795168;5810414;54;3756;40;24;3868;15;4040
5795169;5810414;55;3837;43;25;3962;17;4262
5795170;5810414;35;2472;35;35;2472;9;2569
5795171;5810414;34;2392;34;34;2392;10;2870
5795172;5810414;39;2726;39;39;2726;12;3313
5795173;5810414;-1;-1;-1;-1;-1;14;3404
5795174;5810414;39;2764;39;39;2764;12;3038
5795175;5810414;39;2701;39;39;2701;13;3174
5795176;5810414;154;10780;149;137;11287;19;7547
5797069;5810414;105;7355;80;62;7441;25;13312
5797070;5810414;80;5576;62;37;5662;19;6094
5797071;5810414;81;5693;66;39;5779;15;4384
5797072;5810414;-1;-1;-1;-1;-1;14;4100
5797073;5810414;51;3562;37;21;3673;14;4185
5797074;5810414;49;3445;36;20;3570;13;3811
5797075;5810414;52;3653;37;23;3778;15;4144
5797076;5810414;31;2156;31;31;2156;10;2516
